TIPO,HORA_INICIO,COLUNA,FORCA
diagonal_principal_vermelho,10,46,0.7
diagonal_secundaria_vermelho,10,46,0.7
diagonal_secundaria_vermelho,10,52,0.7
diagonal_principal_vermelho,11,1,0.7
diagonal_principal_vermelho,11,4,0.7
diagonal_secundaria_vermelho,11,10,0.7
diagonal_secundaria_vermelho,11,28,0.7
diagonal_principal_vermelho,11,37,0.7
diagonal_secundaria_vermelho,11,43,0.7
diagonal_secundaria_vermelho,11,49,0.7
diagonal_principal_vermelho,12,1,0.7
diagonal_principal_vermelho,12,7,0.7
diagonal_secundaria_vermelho,12,10,0.7
diagonal_secundaria_vermelho,12,13,0.7
diagonal_principal_vermelho,12,19,0.7
diagonal_principal_vermelho,12,37,0.7
diagonal_principal_vermelho,12,40,0.7
diagonal_secundaria_vermelho,13,7,0.7
diagonal_principal_vermelho,13,10,0.7
diagonal_principal_vermelho,13,22,0.7
diagonal_principal_vermelho,13,40,0.7
diagonal_principal_vermelho,13,46,0.7
diagonal_secundaria_vermelho,13,46,0.7
diagonal_principal_vermelho,14,4,0.7
diagonal_principal_vermelho,14,13,0.7
diagonal_secundaria_vermelho,14,25,0.7
diagonal_secundaria_vermelho,14,31,0.7
diagonal_secundaria_vermelho,14,43,0.7
diagonal_principal_vermelho,14,49,0.7
diagonal_principal_vermelho,15,1,0.7
diagonal_principal_vermelho,15,7,0.7
diagonal_principal_vermelho,15,16,0.7
diagonal_secundaria_vermelho,15,28,0.7
diagonal_secundaria_vermelho,15,40,0.7
diagonal_principal_vermelho,15,52,0.7
diagonal_principal_vermelho,16,4,0.7
diagonal_principal_vermelho,16,10,0.7
diagonal_principal_vermelho,16,19,0.7
diagonal_secundaria_vermelho,16,25,0.7
diagonal_principal_vermelho,17,13,0.7
diagonal_secundaria_vermelho,17,13,0.7
diagonal_secundaria_vermelho,17,22,0.7
diagonal_principal_vermelho,17,34,0.7
diagonal_secundaria_vermelho,17,46,0.7
diagonal_principal_vermelho,18,7,0.7
diagonal_secundaria_vermelho,18,10,0.7
diagonal_principal_vermelho,18,16,0.7
diagonal_secundaria_vermelho,18,19,0.7
diagonal_secundaria_verde,18,34,0.75
diagonal_principal_vermelho,18,37,0.7
diagonal_secundaria_vermelho,18,37,0.7
diagonal_principal_vermelho,18,43,0.7
diagonal_secundaria_vermelho,18,43,0.7
diagonal_principal_vermelho,19,10,0.7
diagonal_secundaria_vermelho,19,10,0.7
diagonal_principal_vermelho,19,19,0.7
diagonal_secundaria_vermelho,19,25,0.7
diagonal_secundaria_vermelho,19,40,0.7
diagonal_principal_vermelho,19,43,0.7
diagonal_principal_vermelho,19,46,0.7
diagonal_principal_vermelho,19,52,0.7
diagonal_secundaria_vermelho,20,7,0.7
diagonal_principal_vermelho,20,16,0.7
diagonal_secundaria_vermelho,20,22,0.7
diagonal_principal_vermelho,20,34,0.7
diagonal_principal_vermelho,20,46,0.7
diagonal_principal_vermelho,20,52,0.7
diagonal_secundaria_vermelho,21,16,0.7
diagonal_principal_vermelho,21,19,0.7
diagonal_principal_vermelho,21,22,0.7
diagonal_secundaria_vermelho,21,25,0.7
diagonal_secundaria_verde,21,40,0.75
diagonal_principal_vermelho,21,49,0.7
