TIPO,HORA_INICIO,COLUNA,FORCA
retangular_vermelho,17,27,0.85
retangular_verde,17,42,0.9
retangular_verde,17,45,0.9
retangular_vermelho,19,54,0.85
retangular_vermelho,21,30,0.85
diagonal_principal_vermelho,0,36,0.7
diagonal_secundaria_vermelho,0,42,0.7
diagonal_secundaria_vermelho,0,51,0.7
diagonal_secundaria_vermelho,1,6,0.7
diagonal_secundaria_vermelho,1,9,0.7
diagonal_secundaria_verde,1,33,0.75
diagonal_principal_vermelho,2,3,0.7
diagonal_principal_vermelho,2,15,0.7
diagonal_principal_vermelho,3,0,0.7
diagonal_principal_vermelho,3,6,0.7
diagonal_secundaria_vermelho,3,6,0.7
diagonal_principal_vermelho,3,18,0.7
diagonal_principal_vermelho,4,21,0.7
diagonal_secundaria_vermelho,4,24,0.7
diagonal_secundaria_vermelho,4,33,0.7
diagonal_secundaria_vermelho,4,42,0.7
diagonal_principal_vermelho,4,48,0.7
diagonal_secundaria_vermelho,4,48,0.7
diagonal_principal_vermelho,5,9,0.7
diagonal_secundaria_vermelho,5,15,0.7
diagonal_principal_vermelho,5,21,0.7
diagonal_secundaria_vermelho,5,21,0.7
diagonal_principal_vermelho,5,30,0.7
diagonal_secundaria_vermelho,5,30,0.7
diagonal_secundaria_vermelho,5,33,0.7
diagonal_principal_vermelho,5,39,0.7
diagonal_secundaria_vermelho,5,39,0.7
diagonal_principal_vermelho,5,48,0.7
diagonal_principal_vermelho,5,51,0.7
diagonal_principal_vermelho,6,12,0.7
diagonal_principal_vermelho,6,24,0.7
diagonal_secundaria_vermelho,6,30,0.7
diagonal_principal_vermelho,6,33,0.7
diagonal_secundaria_vermelho,6,36,0.7
diagonal_secundaria_vermelho,6,51,0.7
diagonal_principal_vermelho,7,12,0.7
diagonal_principal_vermelho,7,15,0.7
diagonal_secundaria_vermelho,7,27,0.7
diagonal_principal_vermelho,7,36,0.7
diagonal_principal_vermelho,7,42,0.7
diagonal_secundaria_vermelho,7,42,0.7
diagonal_secundaria_vermelho,7,45,0.7
diagonal_secundaria_vermelho,7,48,0.7
diagonal_principal_vermelho,8,15,0.7
diagonal_secundaria_vermelho,8,27,0.7
diagonal_principal_vermelho,8,39,0.7
diagonal_secundaria_vermelho,8,42,0.7
diagonal_principal_vermelho,8,45,0.7
diagonal_secundaria_vermelho,8,45,0.7
diagonal_secundaria_vermelho,8,51,0.7
diagonal_principal_vermelho,9,0,0.7
diagonal_principal_vermelho,9,18,0.7
diagonal_secundaria_vermelho,9,18,0.7
diagonal_principal_vermelho,9,24,0.7
diagonal_secundaria_vermelho,9,24,0.7
diagonal_secundaria_vermelho,9,42,0.7
diagonal_principal_vermelho,9,48,0.7
diagonal_secundaria_vermelho,10,9,0.7
diagonal_principal_vermelho,10,15,0.7
diagonal_principal_vermelho,10,21,0.7
diagonal_principal_vermelho,10,27,0.7
diagonal_secundaria_vermelho,10,27,0.7
diagonal_secundaria_vermelho,10,39,0.7
diagonal_principal_vermelho,10,51,0.7
diagonal_secundaria_vermelho,11,6,0.7
diagonal_principal_verde,11,9,0.75
diagonal_principal_vermelho,11,24,0.7
diagonal_principal_vermelho,11,27,0.7
diagonal_principal_vermelho,11,30,0.7
diagonal_secundaria_vermelho,11,36,0.7
diagonal_principal_vermelho,12,3,0.7
diagonal_secundaria_vermelho,12,6,0.7
diagonal_principal_vermelho,12,30,0.7
diagonal_secundaria_vermelho,12,30,0.7
diagonal_principal_vermelho,12,33,0.7
diagonal_secundaria_vermelho,12,33,0.7
diagonal_principal_vermelho,13,21,0.7
diagonal_secundaria_vermelho,13,27,0.7
diagonal_secundaria_vermelho,13,30,0.7
diagonal_principal_vermelho,13,33,0.7
diagonal_secundaria_vermelho,13,33,0.7
diagonal_principal_vermelho,13,51,0.7
diagonal_principal_vermelho,14,0,0.7
diagonal_secundaria_vermelho,14,12,0.7
diagonal_principal_vermelho,14,27,0.7
diagonal_secundaria_vermelho,14,27,0.7
diagonal_principal_vermelho,14,36,0.7
diagonal_principal_vermelho,14,42,0.7
diagonal_secundaria_vermelho,15,24,0.7
diagonal_principal_vermelho,15,30,0.7
diagonal_principal_vermelho,15,45,0.7
diagonal_principal_vermelho,16,3,0.7
diagonal_principal_vermelho,16,21,0.7
diagonal_secundaria_vermelho,16,21,0.7
diagonal_secundaria_vermelho,16,33,0.7
diagonal_secundaria_verde,16,51,0.75
diagonal_principal_vermelho,17,0,0.7
diagonal_principal_vermelho,17,27,0.7
diagonal_secundaria_vermelho,17,30,0.7
diagonal_secundaria_verde,17,42,0.75
diagonal_secundaria_verde,17,48,0.75
diagonal_principal_vermelho,18,15,0.7
diagonal_secundaria_vermelho,18,27,0.7
diagonal_principal_verde,18,39,0.75
diagonal_secundaria_verde,18,39,0.75
diagonal_principal_vermelho,18,51,0.7
diagonal_secundaria_vermelho,19,18,0.7
diagonal_secundaria_vermelho,19,24,0.7
diagonal_principal_vermelho,19,27,0.7
diagonal_principal_verde,19,30,0.75
diagonal_principal_vermelho,21,30,0.7
diagonal_secundaria_vermelho,21,33,0.7
diagonal_secundaria_vermelho,21,51,0.7
