TIPO,HORA_INICIO,COLUNA,FORCA
diagonal_principal_vermelho,12,2,0.7
diagonal_secundaria_vermelho,12,8,0.7
diagonal_secundaria_vermelho,12,17,0.7
diagonal_secundaria_vermelho,12,38,0.7
diagonal_principal_vermelho,13,2,0.7
diagonal_secundaria_vermelho,13,14,0.7
diagonal_secundaria_vermelho,13,29,0.7
diagonal_principal_vermelho,13,35,0.7
diagonal_secundaria_vermelho,13,53,0.7
diagonal_principal_vermelho,14,11,0.7
diagonal_secundaria_vermelho,14,11,0.7
diagonal_secundaria_vermelho,14,23,0.7
diagonal_secundaria_vermelho,14,44,0.7
diagonal_secundaria_vermelho,15,8,0.7
diagonal_principal_vermelho,15,14,0.7
diagonal_secundaria_vermelho,15,17,0.7
diagonal_secundaria_vermelho,15,26,0.7
diagonal_secundaria_vermelho,15,41,0.7
diagonal_secundaria_vermelho,16,35,0.7
diagonal_principal_vermelho,16,53,0.7
diagonal_secundaria_vermelho,16,53,0.7
diagonal_principal_vermelho,17,32,0.7
diagonal_secundaria_vermelho,17,32,0.7
diagonal_secundaria_vermelho,17,50,0.7
diagonal_principal_vermelho,17,53,0.7
diagonal_secundaria_vermelho,17,53,0.7
diagonal_principal_vermelho,18,2,0.7
diagonal_secundaria_vermelho,18,14,0.7
diagonal_secundaria_vermelho,18,29,0.7
diagonal_principal_verde,18,38,0.75
diagonal_principal_vermelho,19,5,0.7
diagonal_principal_vermelho,19,20,0.7
diagonal_secundaria_vermelho,19,23,0.7
diagonal_principal_vermelho,19,29,0.7
diagonal_principal_vermelho,20,20,0.7
diagonal_principal_vermelho,20,23,0.7
diagonal_principal_vermelho,20,32,0.7
diagonal_principal_vermelho,21,35,0.7
diagonal_secundaria_vermelho,21,41,0.7
