Id da partida,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa,Gols time contra,Gols totais,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence,Odd Empate,Odd Visitante Vence,Placar Exato,Odd Placar Exato,Data das odds
1770615,Euro,2025-05-30,4:38,Suíça,Geórgia,1,0,1,3.50,2.10,3.50,2.10,2.10,3.50,3.50,1-0,7.50,30-05-2025 01:19
1770624,Euro,2025-05-30,4:41,Alemanha,Polônia,2,1,3,2.07,3.60,3.60,2.07,2.07,3.40,3.60,2-1,8.00,30-05-2025 01:19
1770631,Euro,2025-05-30,4:44,Itália,Dinamarca,1,3,4,2.40,3.00,2.40,3.00,2.40,3.30,3.00,1-3,8.50,30-05-2025 01:19
1770638,Euro,2025-05-30,4:47,Geórgia,Suíça,0,0,0,2.45,2.87,2.45,2.87,2.87,3.40,2.45,0-0,7.50,30-05-2025 01:19
1770645,Euro,2025-05-30,4:50,Dinamarca,Itália,2,1,3,2.55,2.80,2.80,2.55,2.55,3.30,2.80,2-1,8.50,30-05-2025 01:19
1770652,Euro,2025-05-30,4:53,Romênia,Eslovênia,2,0,2,2.90,2.50,2.90,2.50,2.50,3.30,2.90,2-0,9.00,30-05-2025 01:19
1770659,Euro,2025-05-30,4:56,Ucrânia,Escócia,1,0,1,2.75,2.50,2.75,2.50,2.50,3.40,2.75,1-0,7.50,30-05-2025 01:19
1770666,Euro,2025-05-30,4:59,Áustria,República Tcheca,1,1,2,3.10,2.40,3.10,2.40,2.40,3.25,3.10,1-1,9.00,30-05-2025 01:19
1770393,Euro,2025-05-30,3:02,França,Ucrânia,0,1,1,3.60,2.02,3.60,2.02,2.02,3.60,3.60,0-1,7.00,30-05-2025 01:19
1770400,Euro,2025-05-30,3:05,Eslovênia,Turquia,1,4,5,2.70,2.80,2.70,2.80,2.70,3.10,2.80,1-4,11.00,30-05-2025 01:19
1770407,Euro,2025-05-30,3:08,Polônia,Espanha,3,1,4,2.87,2.45,2.87,2.45,2.87,3.40,2.45,3-1,7.50,30-05-2025 01:19
1770414,Euro,2025-05-30,3:11,Escócia,Hungria,1,1,2,2.87,2.45,2.87,2.45,2.45,3.40,2.87,1-1,8.00,30-05-2025 01:19
1770421,Euro,2025-05-30,3:14,França,Geórgia,0,0,0,4.20,1.86,4.20,1.86,1.86,3.60,4.20,0-0,7.50,30-05-2025 01:19
1770428,Euro,2025-05-30,3:17,Hungria,República Tcheca,0,2,2,3.00,2.50,3.00,2.50,2.50,3.20,3.00,0-2,10.00,30-05-2025 01:19
1770435,Euro,2025-05-30,3:20,Dinamarca,Alemanha,2,2,4,2.70,2.60,2.70,2.60,2.70,3.40,2.60,2-2,7.50,30-05-2025 01:19
1770442,Euro,2025-05-30,3:23,Espanha,Hungria,0,1,1,3.25,2.20,3.25,2.20,2.20,3.50,3.25,0-1,7.50,30-05-2025 01:19
1770449,Euro,2025-05-30,3:26,Portugal,Albânia,0,0,0,3.60,2.15,3.60,2.15,2.15,3.30,3.60,0-0,9.00,30-05-2025 01:19
1770456,Euro,2025-05-30,3:29,Inglaterra,República Tcheca,3,1,4,2.07,3.60,2.07,3.60,2.07,3.40,3.60,3-1,8.00,30-05-2025 01:19
1770463,Euro,2025-05-30,3:32,Eslovênia,Países Baixos,2,0,2,2.62,2.70,2.62,2.70,2.70,3.30,2.62,2-0,8.50,30-05-2025 01:19
1770470,Euro,2025-05-30,3:35,Croácia,Suíça,1,5,6,2.37,2.90,2.37,2.90,2.37,3.50,2.90,1-5,7.00,30-05-2025 01:19
1770477,Euro,2025-05-30,3:38,Itália,Sérvia,1,0,1,3.10,2.35,3.10,2.35,2.35,3.30,3.10,1-0,9.00,30-05-2025 01:19
1770484,Euro,2025-05-30,3:41,Inglaterra,Romênia,2,0,2,3.60,2.00,3.60,2.00,2.00,3.60,3.60,2-0,6.50,30-05-2025 01:19
1770491,Euro,2025-05-30,3:44,França,Eslováquia,0,1,1,4.00,1.90,4.00,1.90,1.90,3.60,4.00,0-1,7.00,30-05-2025 01:19
1770498,Euro,2025-05-30,3:47,Albânia,Bélgica,2,3,5,2.80,2.55,2.80,2.55,2.80,3.30,2.55,2-3,8.50,30-05-2025 01:19
1770505,Euro,2025-05-30,3:50,França,Romênia,4,1,5,2.00,3.60,2.00,3.60,2.00,3.60,3.60,4-1,6.50,30-05-2025 01:19
1770512,Euro,2025-05-30,3:53,Eslovênia,Ucrânia,0,2,2,3.00,2.45,3.00,2.45,2.45,3.20,3.00,0-2,10.00,30-05-2025 01:19
1770519,Euro,2025-05-30,3:56,Áustria,Albânia,0,1,1,3.20,2.35,3.20,2.35,2.35,3.20,3.20,0-1,10.00,30-05-2025 01:19
1770526,Euro,2025-05-30,3:59,Croácia,França,1,1,2,2.45,2.75,2.45,2.75,2.75,3.50,2.45,1-1,6.50,30-05-2025 01:19
1770253,Euro,2025-05-30,2:02,Países Baixos,Ucrânia,0,1,1,3.10,2.25,3.10,2.25,2.25,3.50,3.10,0-1,7.00,30-05-2025 01:19
1770260,Euro,2025-05-30,2:05,Suíça,República Tcheca,0,0,0,3.00,2.40,3.00,2.40,2.40,3.30,3.00,0-0,8.50,30-05-2025 01:19
1770267,Euro,2025-05-30,2:08,Hungria,Alemanha,1,3,4,2.90,2.45,2.90,2.45,2.90,3.40,2.45,1-3,7.50,30-05-2025 01:19
1770274,Euro,2025-05-30,2:11,Dinamarca,Inglaterra,2,0,2,2.50,2.80,2.50,2.80,2.80,3.50,2.50,2-0,7.50,30-05-2025 01:19
1770281,Euro,2025-05-30,2:14,Turquia,Polônia,1,1,2,3.20,2.35,3.20,2.35,2.35,3.20,3.20,1-1,10.00,30-05-2025 01:19
1770288,Euro,2025-05-30,2:17,Eslováquia,Itália,0,2,2,2.37,3.00,2.37,3.00,3.00,3.40,2.37,0-2,8.00,30-05-2025 01:19
1770295,Euro,2025-05-30,2:20,Áustria,Eslovênia,1,2,3,2.35,3.20,3.20,2.35,2.35,3.20,3.20,1-2,10.00,30-05-2025 01:19
1770302,Euro,2025-05-30,2:23,Países Baixos,Alemanha,2,2,4,2.70,2.55,2.70,2.55,2.70,3.60,2.55,2-2,6.50,30-05-2025 01:19
1770309,Euro,2025-05-30,2:26,Sérvia,Turquia,1,1,2,3.00,2.50,3.00,2.50,2.50,3.20,3.00,1-1,10.00,30-05-2025 01:19
1770316,Euro,2025-05-30,2:29,Alemanha,Romênia,0,1,1,3.50,2.05,3.50,2.05,2.05,3.60,3.50,0-1,6.50,30-05-2025 01:19
1770323,Euro,2025-05-30,2:32,Turquia,Suíça,1,3,4,2.45,2.90,2.45,2.90,2.45,3.40,2.90,1-3,8.00,30-05-2025 01:19
1770330,Euro,2025-05-30,2:35,Croácia,Alemanha,1,0,1,2.55,2.70,2.55,2.70,2.70,3.50,2.55,1-0,7.00,30-05-2025 01:19
1770337,Euro,2025-05-30,2:38,Romênia,Polônia,2,2,4,2.45,2.87,2.45,2.87,2.45,3.40,2.87,2-2,8.00,30-05-2025 01:19
1770344,Euro,2025-05-30,2:41,Eslováquia,Croácia,2,3,5,2.87,2.45,2.87,2.45,2.87,3.40,2.45,2-3,7.50,30-05-2025 01:19
1770351,Euro,2025-05-30,2:44,Inglaterra,Alemanha,0,0,0,2.87,2.37,2.87,2.37,2.37,3.60,2.87,0-0,6.50,30-05-2025 01:19
1770357,Euro,2025-05-30,2:47,Escócia,República Tcheca,0,3,3,2.50,2.90,2.90,2.50,2.50,3.30,2.90,0-3,9.00,30-05-2025 01:19
1770365,Euro,2025-05-30,2:50,Dinamarca,Albânia,0,0,0,3.40,2.30,3.40,2.30,2.30,3.20,3.40,0-0,10.00,30-05-2025 01:19
1770372,Euro,2025-05-30,2:53,Escócia,Geórgia,2,0,2,3.40,2.20,3.40,2.20,2.20,3.40,3.40,2-0,8.00,30-05-2025 01:19
1770379,Euro,2025-05-30,2:56,Inglaterra,Dinamarca,3,3,6,2.20,3.25,2.20,3.25,2.20,3.50,3.25,3-3,7.50,30-05-2025 01:19
1770386,Euro,2025-05-30,2:59,Países Baixos,Áustria,1,3,4,2.37,2.90,2.37,2.90,2.37,3.50,2.90,1-3,7.00,30-05-2025 01:19
1770113,Euro,2025-05-30,1:02,Alemanha,Escócia,2,0,2,3.40,2.10,3.40,2.10,2.10,3.60,3.40,2-0,7.00,30-05-2025 01:19
1770120,Euro,2025-05-30,1:05,Espanha,Inglaterra,2,1,3,2.60,2.60,2.60,2.60,2.60,3.60,2.60,2-1,6.00,30-05-2025 01:19
1770127,Euro,2025-05-30,1:08,Polônia,Albânia,2,0,2,3.00,2.50,3.00,2.50,2.50,3.10,3.00,2-0,11.00,30-05-2025 01:19
1770134,Euro,2025-05-30,1:11,Sérvia,Croácia,1,0,1,2.80,2.55,2.80,2.55,2.55,3.30,2.80,1-0,8.50,30-05-2025 01:19
1770141,Euro,2025-05-30,1:14,Alemanha,Suíça,2,0,2,3.20,2.20,3.20,2.20,2.20,3.60,3.20,2-0,7.00,30-05-2025 01:19
1770148,Euro,2025-05-30,1:17,Geórgia,França,0,2,2,2.10,3.40,2.10,3.40,3.40,3.50,2.10,0-2,7.00,30-05-2025 01:19
1770155,Euro,2025-05-30,1:20,Romênia,Alemanha,0,1,1,2.30,3.00,2.30,3.00,3.00,3.60,2.30,0-1,6.50,30-05-2025 01:19
1770162,Euro,2025-05-30,1:23,Bélgica,Albânia,3,1,4,2.20,3.40,2.20,3.40,2.20,3.30,3.40,3-1,9.00,30-05-2025 01:19
1770169,Euro,2025-05-30,1:26,Eslovênia,Alemanha,0,1,1,2.40,3.00,2.40,3.00,3.00,3.30,2.40,0-1,8.50,30-05-2025 01:19
1770176,Euro,2025-05-30,1:29,Albânia,Dinamarca,2,1,3,2.75,2.70,2.70,2.75,2.75,3.20,2.70,2-1,10.00,30-05-2025 01:19
1770182,Euro,2025-05-30,1:32,Hungria,Portugal,1,1,2,2.50,2.80,2.50,2.80,2.80,3.40,2.50,1-1,8.00,30-05-2025 01:19
1770190,Euro,2025-05-30,1:35,República Tcheca,Turquia,1,1,2,2.87,2.60,2.87,2.60,2.60,3.20,2.87,1-1,10.00,30-05-2025 01:19
1770197,Euro,2025-05-30,1:38,Romênia,Albânia,1,3,4,2.50,2.90,2.50,2.90,2.50,3.30,2.90,1-3,9.00,30-05-2025 01:19
1770204,Euro,2025-05-30,1:41,Sérvia,Ucrânia,0,0,0,3.20,2.30,3.20,2.30,2.30,3.30,3.20,0-0,9.00,30-05-2025 01:19
1770211,Euro,2025-05-30,1:44,Portugal,Alemanha,1,0,1,2.70,2.55,2.70,2.55,2.55,3.50,2.70,1-0,7.00,30-05-2025 01:19
1770218,Euro,2025-05-30,1:47,Bélgica,Itália,2,0,2,2.80,2.45,2.80,2.45,2.45,3.50,2.80,2-0,7.50,30-05-2025 01:19
1770225,Euro,2025-05-30,1:50,Geórgia,Ucrânia,0,2,2,2.62,2.70,2.62,2.70,2.70,3.30,2.62,0-2,8.50,30-05-2025 01:19
1770232,Euro,2025-05-30,1:53,França,Inglaterra,0,1,1,2.75,2.45,2.75,2.45,2.45,3.60,2.75,0-1,6.00,30-05-2025 01:19
1770239,Euro,2025-05-30,1:56,Suíça,Albânia,1,4,5,2.35,3.10,2.35,3.10,2.35,3.30,3.10,1-4,9.00,30-05-2025 01:19
1770246,Euro,2025-05-30,1:59,Sérvia,Espanha,1,1,2,2.60,2.70,2.60,2.70,2.70,3.40,2.60,1-1,7.50,30-05-2025 01:19
1769974,Euro,2025-05-30,0:02,Bélgica,Países Baixos,1,1,2,2.87,2.35,2.87,2.35,2.35,3.60,2.87,1-1,6.50,30-05-2025 01:19
1769981,Euro,2025-05-30,0:05,Dinamarca,Romênia,2,0,2,3.20,2.25,3.20,2.25,2.25,3.50,3.20,2-0,7.50,30-05-2025 01:19
1769988,Euro,2025-05-30,0:08,Albânia,Hungria,1,0,1,2.90,2.55,2.90,2.55,2.55,3.20,2.90,1-0,10.00,30-05-2025 01:19
1769995,Euro,2025-05-30,0:11,Eslovênia,Polônia,0,2,2,3.00,2.50,3.00,2.50,2.50,3.10,3.00,0-2,11.00,30-05-2025 01:19
1770001,Euro,2025-05-30,0:14,Dinamarca,Geórgia,1,0,1,3.75,2.05,3.75,2.05,2.05,3.40,3.75,1-0,9.00,30-05-2025 01:19
1770008,Euro,2025-05-30,0:17,Espanha,Eslováquia,0,4,4,2.00,3.60,2.00,3.60,2.00,3.60,3.60,0-4,7.00,30-05-2025 01:19
1770015,Euro,2025-05-30,0:20,Portugal,Escócia,1,2,3,2.20,3.30,3.30,2.20,2.20,3.50,3.30,1-2,7.50,30-05-2025 01:19
1770022,Euro,2025-05-30,0:23,Espanha,Itália,1,3,4,2.37,2.90,2.37,2.90,2.37,3.50,2.90,1-3,7.00,30-05-2025 01:19
1770029,Euro,2025-05-30,0:26,Polônia,Eslovênia,1,0,1,3.00,2.50,3.00,2.50,2.50,3.10,3.00,1-0,11.00,30-05-2025 01:19
1770036,Euro,2025-05-30,0:29,Itália,Bélgica,4,2,6,2.45,2.80,2.45,2.80,2.45,3.50,2.80,4-2,7.50,30-05-2025 01:19
1770044,Euro,2025-05-30,0:32,República Tcheca,França,0,0,0,2.37,3.00,2.37,3.00,3.00,3.40,2.37,0-0,8.00,30-05-2025 01:19
1770050,Euro,2025-05-30,0:35,Escócia,Croácia,3,1,4,2.60,2.62,2.60,2.62,2.60,3.50,2.62,3-1,7.50,30-05-2025 01:19
1770057,Euro,2025-05-30,0:38,Sérvia,Inglaterra,1,1,2,2.45,2.90,2.45,2.90,2.90,3.40,2.45,1-1,7.50,30-05-2025 01:19
1770064,Euro,2025-05-30,0:41,Turquia,Eslováquia,1,0,1,3.40,2.20,3.40,2.20,2.20,3.30,3.40,1-0,9.00,30-05-2025 01:19
1770071,Euro,2025-05-30,0:44,Alemanha,Ucrânia,1,0,1,3.50,2.07,3.50,2.07,2.07,3.50,3.50,1-0,7.50,30-05-2025 01:19
1770078,Euro,2025-05-30,0:47,Romênia,Croácia,1,1,2,2.55,2.70,2.55,2.70,2.70,3.50,2.55,1-1,7.00,30-05-2025 01:19
1770085,Euro,2025-05-30,0:50,Ucrânia,Eslovênia,0,1,1,3.00,2.50,3.00,2.50,2.50,3.20,3.00,0-1,10.00,30-05-2025 01:19
1770092,Euro,2025-05-30,0:53,Croácia,Turquia,1,0,1,3.00,2.40,3.00,2.40,2.40,3.30,3.00,1-0,8.50,30-05-2025 01:19
1770099,Euro,2025-05-30,0:56,Suíça,Alemanha,1,1,2,2.45,2.75,2.45,2.75,2.75,3.50,2.45,1-1,6.50,30-05-2025 01:19
1770105,Euro,2025-05-30,0:59,Portugal,Espanha,2,0,2,2.80,2.45,2.80,2.45,2.45,3.50,2.80,2-0,6.50,30-05-2025 01:19
1769835,Euro,2025-05-30,23:02,Sérvia,República Tcheca,1,2,3,2.40,3.10,3.10,2.40,2.40,3.20,3.10,1-2,10.00,30-05-2025 01:19
1769843,Euro,2025-05-30,23:05,Geórgia,Polônia,0,0,0,2.62,2.75,2.62,2.75,2.75,3.25,2.62,0-0,9.00,30-05-2025 01:19
1769850,Euro,2025-05-30,23:08,Suíça,Espanha,0,2,2,2.55,2.70,2.55,2.70,2.70,3.60,2.55,0-2,6.50,30-05-2025 01:19
1769857,Euro,2025-05-30,23:11,Bélgica,Hungria,1,0,1,3.20,2.25,3.20,2.25,2.25,3.40,3.20,1-0,7.50,30-05-2025 01:19
1769864,Euro,2025-05-30,23:14,Ucrânia,Portugal,1,2,3,2.90,2.45,2.45,2.90,2.90,3.40,2.45,1-2,7.50,30-05-2025 01:19
1769871,Euro,2025-05-30,23:17,Bélgica,Inglaterra,2,1,3,2.70,2.55,2.55,2.70,2.70,3.60,2.55,2-1,6.50,30-05-2025 01:19
1769878,Euro,2025-05-30,23:20,Países Baixos,Hungria,1,0,1,3.00,2.30,3.00,2.30,2.30,3.50,3.00,1-0,7.50,30-05-2025 01:19
1769885,Euro,2025-05-30,23:23,Bélgica,Croácia,3,2,5,2.37,2.90,2.37,2.90,2.37,3.50,2.90,3-2,7.00,30-05-2025 01:19
1769892,Euro,2025-05-30,23:26,França,Hungria,2,1,3,2.07,3.50,3.50,2.07,2.07,3.50,3.50,2-1,7.50,30-05-2025 01:19
1769899,Euro,2025-05-30,23:29,Croácia,Eslováquia,1,1,2,3.50,2.10,3.50,2.10,2.10,3.50,3.50,1-1,7.50,30-05-2025 01:19
1769906,Euro,2025-05-30,23:32,Alemanha,Turquia,3,1,4,2.20,3.30,2.20,3.30,2.20,3.40,3.30,3-1,8.00,30-05-2025 01:19
1769912,Euro,2025-05-30,23:35,Ucrânia,Bélgica,2,0,2,2.50,2.80,2.50,2.80,2.80,3.50,2.50,2-0,7.00,30-05-2025 01:19
1769920,Euro,2025-05-30,23:38,Inglaterra,Eslováquia,1,0,1,4.00,1.90,4.00,1.90,1.90,3.60,4.00,1-0,7.00,30-05-2025 01:19
1769927,Euro,2025-05-30,23:41,República Tcheca,Escócia,0,2,2,2.90,2.45,2.90,2.45,2.45,3.30,2.90,0-2,8.50,30-05-2025 01:19
1769934,Euro,2025-05-30,23:44,Turquia,Geórgia,2,1,3,2.10,3.60,3.60,2.10,2.10,3.30,3.60,2-1,9.00,30-05-2025 01:19
1769941,Euro,2025-05-30,23:47,Portugal,Áustria,1,0,1,3.20,2.25,3.20,2.25,2.25,3.40,3.20,1-0,7.50,30-05-2025 01:19
1769948,Euro,2025-05-30,23:50,Polônia,República Tcheca,0,1,1,2.87,2.60,2.87,2.60,2.60,3.20,2.87,0-1,10.00,30-05-2025 01:19
1769955,Euro,2025-05-30,23:53,Eslováquia,Suíça,1,4,5,2.75,2.50,2.75,2.50,2.75,3.50,2.50,1-4,7.00,30-05-2025 01:19
1769961,Euro,2025-05-30,23:56,Inglaterra,Espanha,4,0,4,2.30,2.90,2.30,2.90,2.30,3.60,2.90,4-0,6.00,30-05-2025 01:19
1770674,Copa,2025-05-30,5:01,Bélgica,Brasil,1,1,2,2.55,2.70,2.55,2.70,2.70,3.50,2.55,1-1,7.00,2025-05-30T01:18:02
1770678,Copa,2025-05-30,5:04,Senegal,Espanha,1,1,2,2.50,2.80,2.50,2.80,2.80,3.40,2.50,1-1,8.00,2025-05-30T01:18:02
1770684,Copa,2025-05-30,5:07,Tunísia,Brasil,0,1,1,2.05,3.50,2.05,3.50,3.50,3.60,2.05,0-1,7.00,2025-05-30T01:18:02
1770692,Copa,2025-05-30,5:10,Equador,Sérvia,2,0,2,2.87,2.55,2.87,2.55,2.55,3.25,2.87,2-0,9.00,2025-05-30T01:18:02
1770698,Copa,2025-05-30,5:13,Dinamarca,Canadá,2,3,5,2.05,3.60,2.05,3.60,2.05,3.50,3.60,2-3,7.50,2025-05-30T01:18:02
1770705,Copa,2025-05-30,5:16,Austrália,Japão,1,2,3,2.60,2.70,2.70,2.60,2.60,3.40,2.70,1-2,8.00,2025-05-30T01:18:02
1770530,Copa,2025-05-30,4:01,Irã,Tunísia,1,1,2,2.70,2.60,2.70,2.60,2.60,3.50,2.70,1-1,7.00,2025-05-30T01:18:02
1770539,Copa,2025-05-30,4:04,Polônia,Uruguai,0,1,1,2.75,2.50,2.75,2.50,2.50,3.40,2.75,0-1,7.50,2025-05-30T01:18:02
1770544,Copa,2025-05-30,4:07,Gana,Alemanha,0,0,0,2.25,3.10,2.25,3.10,3.10,3.50,2.25,0-0,7.00,2025-05-30T01:18:02
1770553,Copa,2025-05-30,4:10,Uruguai,Croácia,1,2,3,2.55,2.80,2.80,2.55,2.55,3.30,2.80,1-2,8.50,2025-05-30T01:18:02
1770557,Copa,2025-05-30,4:13,Tunísia,Camarões,3,5,8,2.40,2.87,2.40,2.87,2.40,3.50,2.87,3-5,7.00,2025-05-30T01:18:02
1770565,Copa,2025-05-30,4:16,França,México,2,1,3,2.07,3.50,3.50,2.07,2.07,3.50,3.50,2-1,7.50,2025-05-30T01:18:02
1770573,Copa,2025-05-30,4:19,Sérvia,Países Baixos,1,0,1,2.62,2.75,2.62,2.75,2.75,3.25,2.62,1-0,9.00,2025-05-30T01:18:02
1770579,Copa,2025-05-30,4:22,México,Costa Rica,1,0,1,3.50,2.10,3.50,2.10,2.10,3.50,3.50,1-0,7.50,2025-05-30T01:18:02
1770587,Copa,2025-05-30,4:25,Coreia do Sul,Marrocos,3,2,5,2.60,2.70,2.60,2.70,2.60,3.40,2.70,3-2,8.00,2025-05-30T01:18:02
1770595,Copa,2025-05-30,4:28,Canadá,Austrália,1,2,3,2.40,2.87,2.87,2.40,2.40,3.50,2.87,1-2,7.00,2025-05-30T01:18:02
1770600,Copa,2025-05-30,4:31,Qatar,Arábia Saudita,1,1,2,3.10,2.25,3.10,2.25,2.25,3.50,3.10,1-1,7.00,2025-05-30T01:18:02
1770609,Copa,2025-05-30,4:34,EUA,País de Gales,0,1,1,3.40,2.25,3.40,2.25,2.25,3.20,3.40,0-1,10.00,2025-05-30T01:18:02
1770618,Copa,2025-05-30,4:37,Dinamarca,Gana,2,1,3,2.10,3.40,3.40,2.10,2.10,3.60,3.40,2-1,7.00,2025-05-30T01:18:02
1770621,Copa,2025-05-30,4:40,EUA,Japão,0,1,1,3.30,2.35,3.30,2.35,2.35,3.10,3.30,0-1,11.00,2025-05-30T01:18:02
1770628,Copa,2025-05-30,4:43,Polônia,Suíça,0,0,0,2.75,2.50,2.75,2.50,2.50,3.40,2.75,0-0,7.50,2025-05-30T01:18:02
1770635,Copa,2025-05-30,4:46,Camarões,França,1,2,3,3.40,2.07,2.07,3.40,3.40,3.60,2.07,1-2,6.50,2025-05-30T01:18:02
1770643,Copa,2025-05-30,4:49,Argentina,México,0,0,0,3.40,2.10,3.40,2.10,2.10,3.50,3.40,0-0,7.50,2025-05-30T01:18:02
1770651,Copa,2025-05-30,4:52,Croácia,Portugal,3,1,4,2.50,2.75,2.50,2.75,2.50,3.40,2.75,3-1,7.50,2025-05-30T01:18:02
1770657,Copa,2025-05-30,4:55,Canadá,País de Gales,0,1,1,2.80,2.50,2.80,2.50,2.50,3.30,2.80,0-1,8.50,2025-05-30T01:18:02
1770663,Copa,2025-05-30,4:58,Equador,Camarões,0,1,1,3.20,2.20,3.20,2.20,2.20,3.50,3.20,0-1,7.00,2025-05-30T01:18:02
1770392,Copa,2025-05-30,3:01,México,País de Gales,3,0,3,2.25,3.25,3.25,2.25,2.25,3.40,3.25,3-0,8.50,2025-05-30T01:18:02
1770397,Copa,2025-05-30,3:04,Coreia do Sul,Costa Rica,1,0,1,3.00,2.35,3.00,2.35,2.35,3.40,3.00,1-0,7.50,2025-05-30T01:18:02
1770404,Copa,2025-05-30,3:07,Tunísia,Gana,1,2,3,2.50,2.80,2.80,2.50,2.50,3.40,2.80,1-2,7.50,2025-05-30T01:18:02
1770411,Copa,2025-05-30,3:10,Marrocos,Arábia Saudita,0,2,2,3.30,2.15,3.30,2.15,2.15,3.50,3.30,0-2,7.00,2025-05-30T01:18:02
1770417,Copa,2025-05-30,3:13,Espanha,Coreia do Sul,2,1,3,1.90,4.00,4.00,1.90,1.90,3.60,4.00,2-1,7.00,2025-05-30T01:18:02
1770425,Copa,2025-05-30,3:16,País de Gales,Senegal,0,0,0,2.60,2.87,2.60,2.87,2.87,3.20,2.60,0-0,10.00,2025-05-30T01:18:02
1770434,Copa,2025-05-30,3:19,Costa Rica,Austrália,1,1,2,2.75,2.50,2.75,2.50,2.50,3.50,2.75,1-1,7.00,2025-05-30T01:18:02
1770439,Copa,2025-05-30,3:22,Países Baixos,Polônia,1,2,3,2.25,3.20,3.20,2.25,2.25,3.40,3.20,1-2,7.50,2025-05-30T01:18:02
1770446,Copa,2025-05-30,3:25,Marrocos,Japão,1,1,2,2.90,2.45,2.90,2.45,2.45,3.30,2.90,1-1,8.50,2025-05-30T01:18:02
1770453,Copa,2025-05-30,3:28,Irã,Inglaterra,2,1,3,3.60,1.98,1.98,3.60,3.60,3.60,1.98,2-1,6.50,2025-05-30T01:18:02
1770462,Copa,2025-05-30,3:31,Austrália,Marrocos,1,2,3,2.60,2.70,2.70,2.60,2.60,3.50,2.70,1-2,7.00,2025-05-30T01:18:02
1770467,Copa,2025-05-30,3:34,Polônia,EUA,1,1,2,3.00,2.50,3.00,2.50,2.50,3.20,3.00,1-1,10.00,2025-05-30T01:18:02
1770476,Copa,2025-05-30,3:37,México,Suíça,5,0,5,2.50,2.75,2.50,2.75,2.50,3.40,2.75,5-0,7.50,2025-05-30T01:18:02
