HORA,CAMPEONATO,COLUNA,PROBABILIDADE,OUTCOME
9,Copa,4,0.4761904761904761,0.0
9,Copa,7,0.4761904761904761,1.0
9,Copa,10,0.4219409282700421,0.5
9,Copa,13,0.3703703703703703,1.0
9,Copa,16,0.381679389312977,0.5
9,Copa,19,0.5263157894736842,0.5
9,Copa,22,0.3921568627450981,0.5
9,Copa,25,0.4651162790697674,0.0
9,Copa,28,0.381679389312977,0.0
9,Copa,31,0.4444444444444444,1.0
9,Copa,34,0.4166666666666667,1.0
9,Copa,37,0.5128205128205129,0.5
9,Copa,40,0.4761904761904761,0.5
9,Copa,43,0.4219409282700421,0.0
9,Copa,46,0.3703703703703703,0.0
9,Copa,49,0.5128205128205129,1.0
9,Copa,52,0.5405405405405405,1.0
9,Copa,55,0.3636363636363636,1.0
9,Copa,58,0.4651162790697674,0.5
15,Premier,0,0.5,1.0
15,Premier,3,0.4444444444444444,0.5
15,Premier,6,0.4761904761904761,0.0
15,Premier,9,0.4444444444444444,0.0
15,Premier,12,0.4444444444444444,0.0
15,Premier,15,0.4081632653061224,0.0
15,Premier,18,0.4545454545454545,1.0
15,Premier,21,0.303030303030303,0.5
15,Premier,24,0.381679389312977,0.5
15,Premier,27,0.3846153846153846,1.0
15,Premier,30,0.3636363636363636,1.0
15,Premier,33,0.3703703703703703,0.0
15,Premier,36,0.3125,1.0
15,Premier,39,0.4347826086956522,1.0
15,Premier,42,0.4651162790697674,1.0
15,Premier,45,0.425531914893617,0.0
14,Premier,0,0.4878048780487805,0.0
14,Premier,3,0.4545454545454545,1.0
14,Premier,6,0.3448275862068966,1.0
14,Premier,9,0.5,1.0
14,Premier,12,0.5128205128205129,0.5
14,Premier,15,0.3333333333333333,0.0
14,Premier,18,0.2941176470588235,0.5
14,Premier,21,0.3125,0.5
14,Premier,24,0.3333333333333333,0.0
14,Premier,27,0.381679389312977,0.0
14,Premier,30,0.3921568627450981,1.0
14,Premier,33,0.4081632653061224,0.0
14,Premier,36,0.4878048780487805,0.0
14,Premier,39,0.3571428571428571,0.0
14,Premier,42,0.381679389312977,0.5
14,Premier,45,0.3448275862068966,0.5
14,Premier,48,0.4545454545454545,1.0
14,Premier,51,0.495049504950495,0.0
14,Premier,54,0.4761904761904761,0.5
14,Premier,57,0.3484320557491289,0.0
13,Premier,0,0.3225806451612903,0.5
13,Premier,3,0.4166666666666667,1.0
13,Premier,6,0.4,0.5
13,Premier,9,0.4878048780487805,1.0
13,Premier,12,0.3846153846153846,0.5
13,Premier,15,0.5,1.0
13,Premier,18,0.3225806451612903,1.0
13,Premier,21,0.381679389312977,0.5
13,Premier,24,0.4166666666666667,0.0
13,Premier,27,0.3448275862068966,0.0
13,Premier,30,0.381679389312977,0.5
13,Premier,33,0.4166666666666667,0.5
13,Premier,36,0.4166666666666667,0.0
13,Premier,39,0.4444444444444444,1.0
13,Premier,42,0.3571428571428571,1.0
13,Premier,45,0.3125,0.0
13,Premier,48,0.3636363636363636,0.5
13,Premier,51,0.5,0.0
13,Premier,54,0.4347826086956522,0.0
13,Premier,57,0.4347826086956522,1.0
12,Premier,0,0.4545454545454545,1.0
12,Premier,3,0.4081632653061224,1.0
12,Premier,6,0.5376344086021505,1.0
12,Premier,9,0.4,1.0
12,Premier,12,0.3571428571428571,0.5
12,Premier,15,0.4761904761904761,1.0
12,Premier,18,0.5128205128205129,0.5
12,Premier,21,0.381679389312977,0.0
12,Premier,24,0.5263157894736842,0.0
12,Premier,27,0.4,0.0
12,Premier,30,0.4878048780487805,0.0
12,Premier,33,0.4347826086956522,1.0
12,Premier,36,0.5128205128205129,1.0
12,Premier,39,0.4,1.0
12,Premier,42,0.4444444444444444,1.0
12,Premier,45,0.4166666666666667,0.0
12,Premier,48,0.4166666666666667,0.0
12,Premier,51,0.4444444444444444,0.5
12,Premier,54,0.2857142857142857,0.0
12,Premier,57,0.425531914893617,0.0
11,Premier,3,0.4347826086956522,0.5
11,Premier,6,0.4081632653061224,0.5
11,Premier,9,0.4,0.0
11,Premier,12,0.4545454545454545,0.5
11,Premier,15,0.3448275862068966,1.0
11,Premier,18,0.4,0.5
11,Premier,21,0.3571428571428571,1.0
11,Premier,24,0.3484320557491289,1.0
11,Premier,27,0.5,0.5
11,Premier,30,0.4444444444444444,1.0
11,Premier,33,0.4219409282700421,0.5
11,Premier,36,0.4,1.0
11,Premier,39,0.4166666666666667,1.0
11,Premier,42,0.4545454545454545,0.5
11,Premier,45,0.3846153846153846,0.0
11,Premier,48,0.3636363636363636,0.5
11,Premier,51,0.4651162790697674,1.0
11,Premier,54,0.4347826086956522,0.0
11,Premier,57,0.425531914893617,1.0
10,Premier,0,0.4166666666666667,1.0
10,Premier,3,0.3636363636363636,0.0
10,Premier,6,0.4651162790697674,0.0
10,Premier,9,0.3571428571428571,1.0
10,Premier,12,0.4347826086956522,0.0
10,Premier,15,0.4878048780487805,1.0
10,Premier,18,0.3921568627450981,1.0
10,Premier,21,0.4651162790697674,0.5
10,Premier,24,0.4081632653061224,0.0
10,Premier,27,0.4878048780487805,1.0
10,Premier,30,0.4,1.0
10,Premier,33,0.4651162790697674,0.0
10,Premier,36,0.425531914893617,0.0
10,Premier,39,0.4651162790697674,1.0
10,Premier,42,0.3846153846153846,0.5
10,Premier,45,0.3571428571428571,0.0
10,Premier,48,0.4,0.5
10,Premier,51,0.4081632653061224,0.0
10,Premier,54,0.4545454545454545,1.0
10,Premier,57,0.4830917874396135,0.0
9,Premier,0,0.3571428571428571,0.5
9,Premier,3,0.4081632653061224,0.5
9,Premier,6,0.5050505050505051,1.0
9,Premier,9,0.4651162790697674,0.5
9,Premier,12,0.5128205128205129,0.0
9,Premier,15,0.3703703703703703,1.0
9,Premier,18,0.4545454545454545,1.0
9,Premier,21,0.3225806451612903,1.0
9,Premier,24,0.3846153846153846,1.0
9,Premier,27,0.4347826086956522,0.0
9,Premier,30,0.4347826086956522,0.5
9,Premier,33,0.4081632653061224,0.5
9,Premier,36,0.4444444444444444,1.0
9,Premier,39,0.5405405405405405,0.0
9,Premier,42,0.3225806451612903,0.5
9,Premier,45,0.3571428571428571,0.0
9,Premier,48,0.425531914893617,0.0
9,Premier,51,0.3571428571428571,0.0
9,Premier,54,0.4651162790697674,0.5
9,Premier,57,0.5263157894736842,0.0
15,Super,1,0.4166666666666667,0.5
15,Super,4,0.5050505050505051,0.5
15,Super,7,0.5,1.0
15,Super,10,0.4347826086956522,1.0
15,Super,13,0.5813953488372093,0.5
15,Super,16,0.3333333333333333,0.5
15,Super,19,0.2857142857142857,1.0
15,Super,22,0.4081632653061224,0.5
15,Super,25,0.4081632653061224,0.0
15,Super,28,0.3333333333333333,1.0
15,Super,31,0.5128205128205129,1.0
15,Super,34,0.4081632653061224,0.0
15,Super,37,0.2941176470588235,1.0
15,Super,40,0.4166666666666667,1.0
15,Super,43,0.4081632653061224,0.5
14,Super,1,0.4166666666666667,1.0
14,Super,4,0.4444444444444444,1.0
14,Super,7,0.4347826086956522,1.0
14,Super,10,0.4081632653061224,1.0
14,Super,13,0.4761904761904761,1.0
14,Super,16,0.3225806451612903,1.0
14,Super,19,0.4,1.0
14,Super,22,0.303030303030303,0.0
14,Super,25,0.5263157894736842,1.0
14,Super,28,0.4166666666666667,0.5
14,Super,31,0.3448275862068966,0.5
14,Super,34,0.4219409282700421,0.5
14,Super,37,0.4166666666666667,0.5
14,Super,40,0.2941176470588235,1.0
14,Super,43,0.5405405405405405,1.0
14,Super,46,0.4166666666666667,0.0
14,Super,49,0.3636363636363636,1.0
14,Super,52,0.4651162790697674,0.0
14,Super,55,0.3636363636363636,1.0
14,Super,58,0.381679389312977,1.0
13,Super,1,0.4651162790697674,1.0
13,Super,4,0.3448275862068966,0.0
13,Super,7,0.3448275862068966,0.5
13,Super,10,0.4830917874396135,1.0
13,Super,13,0.4,0.5
13,Super,16,0.3703703703703703,0.5
13,Super,19,0.4166666666666667,0.5
13,Super,22,0.3333333333333333,0.5
13,Super,25,0.3484320557491289,0.0
13,Super,28,0.4761904761904761,1.0
13,Super,31,0.4651162790697674,1.0
13,Super,34,0.3636363636363636,0.0
13,Super,37,0.3921568627450981,1.0
13,Super,40,0.425531914893617,1.0
13,Super,43,0.3636363636363636,0.0
13,Super,46,0.3484320557491289,0.0
13,Super,49,0.3846153846153846,0.0
13,Super,52,0.425531914893617,1.0
13,Super,58,0.381679389312977,0.5
12,Super,1,0.4545454545454545,0.0
12,Super,4,0.3448275862068966,0.5
12,Super,7,0.3448275862068966,0.0
12,Super,10,0.4545454545454545,1.0
12,Super,13,0.4545454545454545,1.0
12,Super,16,0.3703703703703703,0.0
12,Super,19,0.4347826086956522,0.5
12,Super,22,0.4347826086956522,1.0
12,Super,25,0.4761904761904761,0.5
12,Super,28,0.5128205128205129,0.0
12,Super,31,0.3921568627450981,0.0
12,Super,34,0.3703703703703703,0.5
12,Super,37,0.3921568627450981,0.5
12,Super,40,0.3636363636363636,0.0
12,Super,43,0.425531914893617,0.5
12,Super,46,0.3846153846153846,1.0
12,Super,49,0.3125,1.0
12,Super,52,0.425531914893617,0.0
12,Super,55,0.3448275862068966,0.0
12,Super,58,0.4081632653061224,0.5
11,Super,1,0.4545454545454545,0.5
11,Super,4,0.495049504950495,1.0
11,Super,7,0.4347826086956522,1.0
11,Super,10,0.3225806451612903,1.0
11,Super,13,0.3571428571428571,1.0
11,Super,16,0.4444444444444444,0.0
11,Super,19,0.4761904761904761,0.5
11,Super,22,0.3703703703703703,1.0
11,Super,25,0.4347826086956522,0.0
11,Super,28,0.4347826086956522,0.0
11,Super,31,0.3921568627450981,0.5
11,Super,34,0.3076923076923077,0.5
11,Super,37,0.5263157894736842,1.0
11,Super,40,0.5681818181818182,0.0
11,Super,43,0.3636363636363636,1.0
11,Super,46,0.4761904761904761,0.5
11,Super,49,0.3571428571428571,1.0
11,Super,52,0.4545454545454545,0.5
11,Super,55,0.3448275862068966,0.0
11,Super,58,0.3571428571428571,0.0
10,Super,1,0.3571428571428571,1.0
10,Super,4,0.3333333333333333,0.0
10,Super,7,0.5128205128205129,0.0
10,Super,10,0.4878048780487805,0.0
10,Super,13,0.3333333333333333,1.0
10,Super,16,0.3703703703703703,1.0
10,Super,19,0.4219409282700421,0.0
10,Super,22,0.4545454545454545,0.5
10,Super,25,0.4444444444444444,1.0
10,Super,28,0.4,1.0
10,Super,31,0.4,0.0
10,Super,34,0.3448275862068966,0.0
10,Super,37,0.3225806451612903,0.0
10,Super,40,0.3484320557491289,0.0
10,Super,43,0.3448275862068966,0.0
10,Super,46,0.4444444444444444,0.0
10,Super,49,0.381679389312977,0.5
10,Super,52,0.4166666666666667,1.0
10,Super,55,0.4651162790697674,1.0
10,Super,58,0.3125,1.0
9,Super,1,0.3333333333333333,0.0
9,Super,4,0.4444444444444444,0.0
9,Super,7,0.4444444444444444,1.0
9,Super,10,0.4219409282700421,0.0
9,Super,13,0.3225806451612903,0.0
9,Super,16,0.3333333333333333,0.5
9,Super,19,0.4,0.5
9,Super,22,0.5376344086021505,1.0
9,Super,25,0.4545454545454545,1.0
9,Super,28,0.425531914893617,1.0
9,Super,31,0.3703703703703703,0.0
9,Super,34,0.3333333333333333,0.5
9,Super,40,0.5,1.0
9,Super,43,0.4444444444444444,1.0
9,Super,46,0.3225806451612903,0.5
9,Super,49,0.4081632653061224,0.0
9,Super,52,0.4545454545454545,1.0
9,Super,55,0.3571428571428571,0.0
9,Super,58,0.2857142857142857,0.0
23,Euro,2,0.4166666666666667,1.0
23,Euro,5,0.4444444444444444,1.0
23,Euro,8,0.3333333333333333,0.5
23,Euro,11,0.4761904761904761,1.0
23,Euro,14,0.3846153846153846,0.0
23,Euro,17,0.4545454545454545,1.0
23,Euro,23,0.4651162790697674,0.5
23,Euro,26,0.303030303030303,0.5
23,Euro,29,0.4166666666666667,0.5
23,Euro,32,0.4651162790697674,0.0
23,Euro,35,0.3076923076923077,0.0
23,Euro,38,0.425531914893617,0.0
23,Euro,41,0.3921568627450981,0.0
23,Euro,44,0.4081632653061224,0.5
23,Euro,47,0.4,0.0
23,Euro,50,0.3703703703703703,0.5
23,Euro,53,0.4347826086956522,1.0
23,Euro,56,0.4878048780487805,1.0
22,Euro,2,0.4,1.0
22,Euro,5,0.4081632653061224,1.0
22,Euro,8,0.3846153846153846,0.5
22,Euro,11,0.4444444444444444,0.0
22,Euro,14,0.381679389312977,1.0
22,Euro,17,0.4444444444444444,0.5
22,Euro,20,0.495049504950495,0.0
22,Euro,23,0.3921568627450981,0.0
22,Euro,26,0.3846153846153846,1.0
22,Euro,29,0.3846153846153846,1.0
22,Euro,32,0.3703703703703703,0.0
22,Euro,35,0.381679389312977,1.0
22,Euro,38,0.4,1.0
22,Euro,41,0.3333333333333333,0.0
22,Euro,44,0.3703703703703703,0.0
22,Euro,47,0.5128205128205129,0.5
22,Euro,50,0.4444444444444444,1.0
22,Euro,53,0.4651162790697674,1.0
22,Euro,56,0.4545454545454545,0.0
22,Euro,59,0.3921568627450981,1.0
21,Euro,2,0.4444444444444444,1.0
21,Euro,5,0.4830917874396135,0.5
21,Euro,8,0.4347826086956522,0.0
21,Euro,11,0.4347826086956522,0.0
21,Euro,14,0.5376344086021505,0.0
21,Euro,17,0.3636363636363636,0.5
21,Euro,20,0.3571428571428571,0.5
21,Euro,23,0.3921568627450981,1.0
21,Euro,26,0.3571428571428571,1.0
21,Euro,29,0.495049504950495,1.0
21,Euro,32,0.5,0.0
21,Euro,35,0.3921568627450981,1.0
21,Euro,38,0.4166666666666667,0.0
21,Euro,41,0.4444444444444444,0.0
21,Euro,44,0.4081632653061224,0.5
21,Euro,47,0.3333333333333333,0.5
21,Euro,50,0.3448275862068966,0.0
21,Euro,53,0.4545454545454545,1.0
21,Euro,56,0.3125,0.5
21,Euro,59,0.5,1.0
20,Euro,2,0.3703703703703703,1.0
20,Euro,5,0.4444444444444444,1.0
20,Euro,8,0.4219409282700421,0.0
20,Euro,11,0.3636363636363636,1.0
20,Euro,14,0.3846153846153846,0.5
20,Euro,17,0.3703703703703703,0.5
20,Euro,20,0.4081632653061224,0.0
20,Euro,23,0.4830917874396135,0.0
20,Euro,26,0.4,1.0
20,Euro,29,0.4,1.0
20,Euro,32,0.3333333333333333,0.0
20,Euro,35,0.4219409282700421,0.0
20,Euro,41,0.4878048780487805,0.5
20,Euro,44,0.3333333333333333,1.0
20,Euro,50,0.3636363636363636,1.0
20,Euro,53,0.4761904761904761,0.0
20,Euro,56,0.3448275862068966,0.5
20,Euro,59,0.3921568627450981,0.0
19,Euro,2,0.4347826086956522,0.5
19,Euro,5,0.381679389312977,0.0
19,Euro,8,0.3484320557491289,1.0
19,Euro,11,0.3571428571428571,0.0
19,Euro,14,0.4,0.0
19,Euro,17,0.4444444444444444,0.5
19,Euro,20,0.4545454545454545,1.0
19,Euro,23,0.3846153846153846,0.0
19,Euro,26,0.3703703703703703,1.0
19,Euro,29,0.4347826086956522,1.0
19,Euro,32,0.4219409282700421,0.5
19,Euro,35,0.4219409282700421,0.0
19,Euro,38,0.4347826086956522,1.0
19,Euro,41,0.5263157894736842,1.0
19,Euro,44,0.425531914893617,1.0
19,Euro,47,0.4651162790697674,0.0
19,Euro,50,0.4444444444444444,0.5
19,Euro,53,0.3225806451612903,1.0
19,Euro,56,0.5,1.0
19,Euro,59,0.3484320557491289,1.0
18,Euro,2,0.4347826086956522,1.0
18,Euro,5,0.3703703703703703,1.0
18,Euro,8,0.4081632653061224,0.0
18,Euro,11,0.5263157894736842,1.0
18,Euro,14,0.3225806451612903,1.0
18,Euro,17,0.4081632653061224,0.5
18,Euro,20,0.3484320557491289,0.0
18,Euro,23,0.4651162790697674,0.0
18,Euro,26,0.4444444444444444,0.0
18,Euro,29,0.4,1.0
18,Euro,32,0.4347826086956522,1.0
18,Euro,35,0.381679389312977,0.5
18,Euro,38,0.4166666666666667,0.5
18,Euro,41,0.4444444444444444,0.5
18,Euro,44,0.3571428571428571,0.5
18,Euro,47,0.381679389312977,0.0
18,Euro,50,0.3846153846153846,0.5
18,Euro,53,0.3225806451612903,0.0
18,Euro,56,0.3571428571428571,0.0
18,Euro,59,0.4444444444444444,1.0
0,Copa,1,0.4347826086956522,1.0
23,Copa,1,0.3448275862068966,0.5
23,Copa,4,0.3076923076923077,0.5
23,Copa,7,0.3125,1.0
23,Copa,10,0.5128205128205129,1.0
23,Copa,13,0.3846153846153846,1.0
23,Copa,16,0.4,0.0
23,Copa,19,0.5128205128205129,0.5
23,Copa,22,0.3484320557491289,1.0
23,Copa,25,0.5050505050505051,0.0
23,Copa,28,0.4651162790697674,1.0
23,Copa,31,0.3225806451612903,0.0
23,Copa,34,0.5128205128205129,1.0
23,Copa,37,0.4081632653061224,0.0
23,Copa,40,0.5405405405405405,0.0
23,Copa,43,0.4761904761904761,1.0
23,Copa,46,0.4651162790697674,1.0
23,Copa,49,0.2857142857142857,1.0
23,Copa,55,0.4081632653061224,1.0
23,Copa,58,0.4651162790697674,1.0
22,Copa,1,0.4347826086956522,1.0
22,Copa,4,0.4347826086956522,0.0
22,Copa,7,0.5263157894736842,0.0
22,Copa,10,0.4219409282700421,0.5
22,Copa,13,0.4878048780487805,0.5
22,Copa,16,0.3846153846153846,0.0
22,Copa,19,0.5128205128205129,1.0
22,Copa,22,0.3703703703703703,0.5
22,Copa,25,0.3703703703703703,1.0
22,Copa,28,0.3225806451612903,0.0
22,Copa,31,0.4878048780487805,0.0
22,Copa,34,0.3333333333333333,0.0
22,Copa,37,0.3484320557491289,0.5
22,Copa,40,0.4219409282700421,0.5
