Id da partida,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa,Gols time contra,Gols totais,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence,Odd Empate,Odd Visitante Vence,Placar Exato,Odd Placar Exato,Data das odds,HORA,COLUNA,PROBABILIDADE,OUTCOME
1730024,Euro,2025-05-17,1900-01-01 02:23:00,Eslovênia,França,3,3,6,3.1,2.3,3.1,2.3,3.1,3.4,2.3,3-3,8.5,2025-05-17 23:16:00,2,23,0.4466457434287955,1
1730032,Euro,2025-05-17,1900-01-01 02:26:00,Portugal,Dinamarca,1,0,1,3.1,2.35,3.1,2.35,2.35,3.4,3.1,1-0,8.0,2025-05-17 23:16:00,2,26,0.5493898895990703,2
1730038,Euro,2025-05-17,1900-01-01 02:29:00,Romênia,Áustria,0,2,2,2.62,2.6,2.62,2.6,2.6,3.5,2.62,0-2,7.5,2025-05-17 23:16:00,2,29,0.5013954230125189,0
1730045,Euro,2025-05-17,1900-01-01 02:32:00,Espanha,Croácia,1,0,1,3.0,2.3,3.0,2.3,2.3,3.5,3.0,1-0,7.0,2025-05-17 23:16:00,2,32,0.5481335952848724,2
1730052,Euro,2025-05-17,1900-01-01 02:35:00,Áustria,Suíça,1,1,2,2.87,2.45,2.87,2.45,2.45,3.5,2.87,1-1,7.5,2025-05-17 23:16:00,2,35,0.5286532951289398,1
1730058,Euro,2025-05-17,1900-01-01 02:38:00,Croácia,Países Baixos,2,2,4,2.45,2.8,2.45,2.8,2.45,3.5,2.8,2-2,6.5,2025-05-17 23:16:00,2,38,0.5242718446601942,1
1730066,Euro,2025-05-17,1900-01-01 02:41:00,Espanha,Suíça,1,0,1,3.1,2.25,3.1,2.25,2.25,3.6,3.1,1-0,6.5,2025-05-17 23:16:00,2,41,0.5583190394511148,2
1730073,Euro,2025-05-17,1900-01-01 02:44:00,Turquia,Áustria,0,1,1,2.9,2.45,2.9,2.45,2.45,3.3,2.9,0-1,9.0,2025-05-17 23:16:00,2,44,0.5299878836833603,0
1730080,Euro,2025-05-17,1900-01-01 02:47:00,Polônia,Romênia,1,0,1,2.9,2.45,2.9,2.45,2.45,3.4,2.9,1-0,8.0,2025-05-17 23:16:00,2,47,0.5302431310535678,2
1730087,Euro,2025-05-17,1900-01-01 02:50:00,Espanha,Sérvia,2,1,3,2.25,3.2,3.2,2.25,2.25,3.4,3.2,2-1,7.5,2025-05-17 23:16:00,2,50,0.5627671978235522,2
1730093,Euro,2025-05-17,1900-01-01 02:53:00,Hungria,Turquia,1,2,3,2.55,2.87,2.87,2.55,2.55,3.25,2.87,1-2,9.0,2025-05-17 23:16:00,2,53,0.520855475565003,0
1730101,Euro,2025-05-17,1900-01-01 02:56:00,Ucrânia,Suíça,2,0,2,2.7,2.6,2.7,2.6,2.6,3.5,2.7,2-0,7.0,2025-05-17 23:16:00,2,56,0.5068439577630035,2
1730108,Euro,2025-05-17,1900-01-01 02:59:00,Hungria,Eslováquia,2,1,3,2.25,3.25,3.25,2.25,2.25,3.4,3.25,2-1,8.5,2025-05-17 23:16:00,2,59,0.5653531955790485,2
1729835,Euro,2025-05-17,1900-01-01 01:02:00,Geórgia,Ucrânia,4,0,4,2.7,2.62,2.7,2.62,2.7,3.3,2.62,4-0,8.5,2025-05-17 23:16:00,1,2,0.49464068209500606,2
1729842,Euro,2025-05-17,1900-01-01 01:05:00,Eslováquia,Romênia,2,0,2,2.7,2.6,2.7,2.6,2.6,3.5,2.7,2-0,7.0,2025-05-17 23:16:00,1,5,0.5068439577630035,2
1729848,Euro,2025-05-17,1900-01-01 01:08:00,República Tcheca,Hungria,1,0,1,3.0,2.5,3.0,2.5,2.5,3.2,3.0,1-0,10.0,2025-05-17 23:16:00,1,8,0.5318725099601593,2
1729856,Euro,2025-05-17,1900-01-01 01:11:00,Portugal,Suíça,0,1,1,3.1,2.25,3.1,2.25,2.25,3.5,3.1,0-1,7.0,2025-05-17 23:16:00,1,11,0.5578793774319065,0
1729863,Euro,2025-05-17,1900-01-01 01:14:00,Hungria,Inglaterra,2,4,6,3.0,2.35,3.0,2.35,3.0,3.5,2.35,2-4,7.0,2025-05-17 23:16:00,1,14,0.4558680892337536,0
1729870,Euro,2025-05-17,1900-01-01 01:17:00,Geórgia,Romênia,1,1,2,2.6,2.7,2.6,2.7,2.7,3.4,2.6,1-1,7.5,2025-05-17 23:16:00,1,17,0.49321086261980834,1
1729877,Euro,2025-05-17,1900-01-01 01:20:00,Eslovênia,Inglaterra,1,0,1,2.3,3.1,2.3,3.1,3.1,3.4,2.3,1-0,8.5,2025-05-17 23:16:00,1,20,0.4466457434287955,2
1729884,Euro,2025-05-17,1900-01-01 01:23:00,Itália,França,1,1,2,2.55,2.7,2.55,2.7,2.7,3.5,2.55,1-1,7.0,2025-05-17 23:16:00,1,23,0.4896080760095012,1
1729891,Euro,2025-05-17,1900-01-01 01:26:00,Croácia,Suíça,3,2,5,2.37,2.9,2.37,2.9,2.37,3.5,2.9,3-2,7.0,2025-05-17 23:16:00,1,26,0.5366340153250652,2
1729898,Euro,2025-05-17,1900-01-01 01:29:00,Eslováquia,Áustria,3,0,3,2.8,2.5,2.5,2.8,2.8,3.4,2.5,3-0,8.0,2025-05-17 23:16:00,1,29,0.4796163069544364,2
1729906,Euro,2025-05-17,1900-01-01 01:32:00,Inglaterra,Romênia,2,2,4,2.0,3.6,2.0,3.6,2.0,3.6,3.6,2-2,6.5,2025-05-17 23:16:00,1,32,0.6052631578947368,1
1729912,Euro,2025-05-17,1900-01-01 01:35:00,Hungria,Sérvia,1,2,3,2.55,2.87,2.87,2.55,2.55,3.25,2.87,1-2,9.0,2025-05-17 23:16:00,1,35,0.520855475565003,0
1729919,Euro,2025-05-17,1900-01-01 01:38:00,Áustria,Escócia,0,2,2,3.0,2.37,3.0,2.37,2.37,3.4,3.0,0-2,7.5,2025-05-17 23:16:00,1,38,0.5422185430463576,0
1729926,Euro,2025-05-17,1900-01-01 01:41:00,Suíça,França,3,0,3,2.87,2.37,2.37,2.87,2.87,3.6,2.37,3-0,6.5,2025-05-17 23:16:00,1,41,0.46493401750961394,2
1729936,Euro,2025-05-17,1900-01-01 01:44:00,Hungria,Escócia,1,3,4,2.45,2.9,2.45,2.9,2.45,3.4,2.9,1-3,8.0,2025-05-17 23:16:00,1,44,0.5302431310535678,0
1729940,Euro,2025-05-17,1900-01-01 01:47:00,Turquia,Bélgica,0,3,3,2.62,2.7,2.7,2.62,2.62,3.4,2.7,0-3,8.0,2025-05-17 23:16:00,1,47,0.505404975757094,0
1729947,Euro,2025-05-17,1900-01-01 01:50:00,Eslovênia,Itália,1,1,2,2.6,2.87,2.6,2.87,2.87,3.2,2.6,1-1,10.0,2025-05-17 23:16:00,1,50,0.4826964671953857,1
1729953,Euro,2025-05-17,1900-01-01 01:53:00,Inglaterra,Ucrânia,1,1,2,3.6,2.02,3.6,2.02,2.02,3.6,3.6,1-1,7.0,2025-05-17 23:16:00,1,53,0.6034031413612565,1
1729960,Euro,2025-05-17,1900-01-01 01:56:00,Croácia,Dinamarca,3,2,5,2.45,2.87,2.45,2.87,2.45,3.4,2.87,3-2,8.0,2025-05-17 23:16:00,1,56,0.5284241326459523,2
1729969,Euro,2025-05-17,1900-01-01 01:59:00,Eslovênia,República Tcheca,0,2,2,2.9,2.6,2.9,2.6,2.6,3.1,2.9,0-2,11.0,2025-05-17 23:16:00,1,59,0.5189101260675071,0
1729696,Euro,2025-05-17,1900-01-01 00:02:00,Hungria,Países Baixos,2,2,4,2.6,2.7,2.6,2.7,2.6,3.5,2.7,2-2,7.0,2025-05-17 23:16:00,0,2,0.5068439577630035,1
1729703,Euro,2025-05-17,1900-01-01 00:05:00,Sérvia,Eslovênia,0,0,0,3.25,2.35,3.25,2.35,2.35,3.1,3.25,0-0,11.0,2025-05-17 23:16:00,0,5,0.5558055805580557,1
1729710,Euro,2025-05-17,1900-01-01 00:08:00,Portugal,Polônia,3,2,5,2.15,3.5,2.15,3.5,2.15,3.4,3.5,3-2,8.5,2025-05-17 23:16:00,0,8,0.5858425285206658,2
1729717,Euro,2025-05-17,1900-01-01 00:11:00,Suíça,Dinamarca,0,1,1,2.75,2.55,2.75,2.55,2.55,3.4,2.75,0-1,7.5,2025-05-17 23:16:00,0,11,0.5135823429541597,0
1729723,Euro,2025-05-17,1900-01-01 00:14:00,Sérvia,Albânia,1,1,2,3.25,2.35,3.25,2.35,2.35,3.1,3.25,1-1,11.0,2025-05-17 23:16:00,0,14,0.5558055805580557,1
1729730,Euro,2025-05-17,1900-01-01 00:17:00,Romênia,Países Baixos,2,2,4,2.62,2.55,2.62,2.55,2.62,3.6,2.55,2-2,6.5,2025-05-17 23:16:00,0,17,0.49501838453326996,1
1729737,Euro,2025-05-17,1900-01-01 00:20:00,Polônia,Portugal,1,4,5,2.9,2.45,2.9,2.45,2.9,3.3,2.45,1-4,8.5,2025-05-17 23:16:00,0,20,0.47001211631663975,0
1729744,Euro,2025-05-17,1900-01-01 00:23:00,Áustria,Croácia,0,2,2,2.75,2.55,2.75,2.55,2.55,3.4,2.75,0-2,7.5,2025-05-17 23:16:00,0,23,0.5135823429541597,0
1729751,Euro,2025-05-17,1900-01-01 00:26:00,Escócia,Ucrânia,1,1,2,3.0,2.37,3.0,2.37,2.37,3.4,3.0,1-1,7.5,2025-05-17 23:16:00,0,26,0.5422185430463576,1
1729758,Euro,2025-05-17,1900-01-01 00:29:00,Itália,Bélgica,1,0,1,2.8,2.45,2.8,2.45,2.45,3.5,2.8,1-0,7.5,2025-05-17 23:16:00,0,29,0.5242718446601942,2
1729764,Euro,2025-05-17,1900-01-01 00:32:00,Dinamarca,Países Baixos,1,2,3,2.45,2.87,2.87,2.45,2.45,3.5,2.87,1-2,7.5,2025-05-17 23:16:00,0,32,0.5286532951289398,0
1729772,Euro,2025-05-17,1900-01-01 00:35:00,Escócia,França,1,2,3,3.0,2.3,2.3,3.0,3.0,3.6,2.3,1-2,6.5,2025-05-17 23:16:00,0,35,0.451501154734411,0
1729778,Euro,2025-05-17,1900-01-01 00:38:00,Croácia,Eslovênia,0,1,1,3.3,2.25,3.3,2.25,2.25,3.25,3.3,0-1,9.0,2025-05-17 23:16:00,0,38,0.5670103092783505,0
1729785,Euro,2025-05-17,1900-01-01 00:41:00,Inglaterra,Itália,2,1,3,2.25,3.1,3.1,2.25,2.25,3.5,3.1,2-1,7.0,2025-05-17 23:16:00,0,41,0.5578793774319065,2
1729792,Euro,2025-05-17,1900-01-01 00:44:00,Sérvia,Dinamarca,0,1,1,2.87,2.55,2.87,2.55,2.55,3.25,2.87,0-1,9.0,2025-05-17 23:16:00,0,44,0.520855475565003,0
1729800,Euro,2025-05-17,1900-01-01 00:47:00,Croácia,Polônia,3,0,3,2.25,3.25,3.25,2.25,2.25,3.4,3.25,3-0,8.5,2025-05-17 23:16:00,0,47,0.5653531955790485,2
1729806,Euro,2025-05-17,1900-01-01 00:50:00,Portugal,República Tcheca,2,0,2,3.4,2.2,3.4,2.2,2.2,3.3,3.4,2-0,9.0,2025-05-17 23:16:00,0,50,0.576271186440678,2
1729814,Euro,2025-05-17,1900-01-01 00:53:00,Croácia,Sérvia,2,0,2,3.0,2.4,3.0,2.4,2.4,3.3,3.0,2-0,8.5,2025-05-17 23:16:00,0,53,0.5395683453237411,2
1729821,Euro,2025-05-17,1900-01-01 00:56:00,Polônia,Espanha,1,0,1,2.45,2.87,2.45,2.87,2.87,3.4,2.45,1-0,7.5,2025-05-17 23:16:00,0,56,0.47157586735404766,2
1729828,Euro,2025-05-17,1900-01-01 00:59:00,Dinamarca,República Tcheca,1,5,6,2.35,3.2,2.35,3.2,2.35,3.2,3.2,1-5,10.0,2025-05-17 23:16:00,0,59,0.5537974683544303,0
1729558,Euro,2025-05-17,1900-01-01 23:02:00,Geórgia,Eslováquia,0,1,1,2.8,2.5,2.8,2.5,2.5,3.3,2.8,0-1,8.5,2025-05-17 23:16:00,23,2,0.5202123315639036,0
1729565,Euro,2025-05-17,1900-01-01 23:05:00,Albânia,Turquia,1,1,2,2.8,2.7,2.8,2.7,2.7,3.1,2.8,1-1,11.0,2025-05-17 23:16:00,23,5,0.5062982527427874,1
1729572,Euro,2025-05-17,1900-01-01 23:08:00,Itália,Eslováquia,1,1,2,3.6,2.05,3.6,2.05,2.05,3.5,3.6,1-1,8.0,2025-05-17 23:16:00,23,8,0.5998895231080832,1
1729579,Euro,2025-05-17,1900-01-01 23:11:00,Espanha,Turquia,2,1,3,2.25,3.2,3.2,2.25,2.25,3.4,3.2,2-1,7.5,2025-05-17 23:16:00,23,11,0.5627671978235522,2
1729586,Euro,2025-05-17,1900-01-01 23:14:00,Suíça,Portugal,1,0,1,2.55,2.7,2.55,2.7,2.7,3.5,2.55,1-0,7.0,2025-05-17 23:16:00,23,14,0.4896080760095012,2
1729593,Euro,2025-05-17,1900-01-01 23:17:00,França,Sérvia,2,0,2,3.4,2.15,3.4,2.15,2.15,3.5,3.4,2-0,8.0,2025-05-17 23:16:00,23,17,0.5818215821956236,2
1729600,Euro,2025-05-17,1900-01-01 23:20:00,Polônia,Geórgia,3,2,5,2.25,3.3,2.25,3.3,2.25,3.3,3.3,3-2,9.0,2025-05-17 23:16:00,23,20,0.5673076923076923,2
1729606,Euro,2025-05-17,1900-01-01 23:23:00,Suíça,Países Baixos,2,4,6,2.5,2.7,2.5,2.7,2.5,3.6,2.7,2-4,6.5,2025-05-17 23:16:00,23,23,0.5141342756183745,0
1729614,Euro,2025-05-17,1900-01-01 23:26:00,Albânia,Alemanha,0,5,5,3.0,2.4,3.0,2.4,3.0,3.3,2.4,0-5,8.5,2025-05-17 23:16:00,23,26,0.460431654676259,0
1729621,Euro,2025-05-17,1900-01-01 23:29:00,Países Baixos,Eslováquia,2,0,2,3.4,2.1,3.4,2.1,2.1,3.6,3.4,2-0,7.0,2025-05-17 23:16:00,23,29,0.5868596881959911,2
1729628,Euro,2025-05-17,1900-01-01 23:32:00,Inglaterra,Alemanha,1,2,3,2.37,2.87,2.87,2.37,2.37,3.6,2.87,1-2,6.5,2025-05-17 23:16:00,23,32,0.5350659824903861,0
1729635,Euro,2025-05-17,1900-01-01 23:35:00,Portugal,Geórgia,1,1,2,4.0,1.95,4.0,1.95,1.95,3.5,4.0,1-1,8.0,2025-05-17 23:16:00,23,35,0.6253275109170306,1
1729641,Euro,2025-05-17,1900-01-01 23:38:00,Turquia,Itália,0,3,3,2.62,2.7,2.7,2.62,2.62,3.3,2.7,0-3,9.0,2025-05-17 23:16:00,23,38,0.5053593179049939,0
1729648,Euro,2025-05-17,1900-01-01 23:41:00,Croácia,Inglaterra,1,3,4,2.75,2.45,2.75,2.45,2.75,3.5,2.45,1-3,6.5,2025-05-17 23:16:00,23,41,0.4789473684210527,0
1729656,Euro,2025-05-17,1900-01-01 23:44:00,Hungria,Espanha,1,1,2,2.5,2.8,2.5,2.8,2.8,3.5,2.5,1-1,7.0,2025-05-17 23:16:00,23,44,0.47945205479452063,1
1729663,Euro,2025-05-17,1900-01-01 23:47:00,Ucrânia,República Tcheca,0,1,1,2.87,2.55,2.87,2.55,2.55,3.25,2.87,0-1,9.0,2025-05-17 23:16:00,23,47,0.520855475565003,0
1729670,Euro,2025-05-17,1900-01-01 23:50:00,Inglaterra,Eslováquia,1,0,1,4.0,1.9,4.0,1.9,1.9,3.6,4.0,1-0,7.0,2025-05-17 23:16:00,23,50,0.6310679611650486,2
1729677,Euro,2025-05-17,1900-01-01 23:53:00,Dinamarca,Espanha,0,0,0,2.62,2.6,2.62,2.6,2.6,3.5,2.62,0-0,7.5,2025-05-17 23:16:00,23,53,0.5013954230125189,1
1729684,Euro,2025-05-17,1900-01-01 23:56:00,Ucrânia,Escócia,0,2,2,2.75,2.5,2.75,2.5,2.5,3.4,2.75,0-2,7.5,2025-05-17 23:16:00,23,56,0.5171890798786655,0
1729418,Euro,2025-05-17,1900-01-01 22:02:00,Dinamarca,França,2,3,5,2.8,2.5,2.8,2.5,2.8,3.5,2.5,2-3,7.5,2025-05-17 23:16:00,22,2,0.47945205479452063,0
1729425,Euro,2025-05-17,1900-01-01 22:05:00,República Tcheca,Bélgica,3,2,5,2.7,2.62,2.7,2.62,2.7,3.3,2.62,3-2,8.5,2025-05-17 23:16:00,22,5,0.49464068209500606,2
1729432,Euro,2025-05-17,1900-01-01 22:08:00,Sérvia,Turquia,0,1,1,3.0,2.5,3.0,2.5,2.5,3.2,3.0,0-1,10.0,2025-05-17 23:16:00,22,8,0.5318725099601593,0
1729439,Euro,2025-05-17,1900-01-01 22:11:00,Inglaterra,Países Baixos,1,0,1,3.2,2.15,3.2,2.15,2.15,3.6,3.2,1-0,6.0,2025-05-17 23:16:00,22,11,0.5723029839326702,2
1729446,Euro,2025-05-17,1900-01-01 22:14:00,Croácia,Hungria,2,2,4,2.3,3.1,2.3,3.1,2.3,3.4,3.1,2-2,8.0,2025-05-17 23:16:00,22,14,0.5533542565712045,1
1729452,Euro,2025-05-17,1900-01-01 22:17:00,Inglaterra,França,1,2,3,2.45,2.75,2.75,2.45,2.45,3.6,2.75,1-2,6.0,2025-05-17 23:16:00,22,17,0.5212118236276146,0
1729460,Euro,2025-05-17,1900-01-01 22:20:00,Geórgia,Alemanha,0,0,0,2.15,3.3,2.15,3.3,3.3,3.5,2.15,0-0,7.5,2025-05-17 23:16:00,22,20,0.423098968284295,1
1729466,Euro,2025-05-17,1900-01-01 22:23:00,Eslováquia,Albânia,0,0,0,2.75,2.7,2.75,2.7,2.7,3.2,2.75,0-0,10.0,2025-05-17 23:16:00,22,23,0.5032173738186205,1
1729474,Euro,2025-05-17,1900-01-01 22:26:00,Ucrânia,Dinamarca,0,4,4,2.7,2.62,2.7,2.62,2.7,3.3,2.62,0-4,8.5,2025-05-17 23:16:00,22,26,0.49464068209500606,0
1729479,Euro,2025-05-17,1900-01-01 22:29:00,República Tcheca,Alemanha,2,0,2,2.45,2.9,2.45,2.9,2.9,3.3,2.45,2-0,8.5,2025-05-17 23:16:00,22,29,0.47001211631663975,2
1729487,Euro,2025-05-17,1900-01-01 22:32:00,Países Baixos,Sérvia,1,0,1,3.0,2.4,3.0,2.4,2.4,3.4,3.0,1-0,7.5,2025-05-17 23:16:00,22,32,0.5399061032863849,2
1729495,Euro,2025-05-17,1900-01-01 22:35:00,Áustria,Eslovênia,1,1,2,3.2,2.35,3.2,2.35,2.35,3.2,3.2,1-1,10.0,2025-05-17 23:16:00,22,35,0.5537974683544303,1
1729502,Euro,2025-05-17,1900-01-01 22:38:00,Itália,República Tcheca,2,0,2,3.3,2.25,3.3,2.25,2.25,3.25,3.3,2-0,9.0,2025-05-17 23:16:00,22,38,0.5670103092783505,2
1729509,Euro,2025-05-17,1900-01-01 22:41:00,Suíça,Hungria,0,1,1,3.0,2.37,3.0,2.37,2.37,3.4,3.0,0-1,7.5,2025-05-17 23:16:00,22,41,0.5422185430463576,0
1729516,Euro,2025-05-17,1900-01-01 22:44:00,Alemanha,República Tcheca,1,0,1,3.5,2.15,3.5,2.15,2.15,3.4,3.5,1-0,8.5,2025-05-17 23:16:00,22,44,0.5858425285206658,2
1729523,Euro,2025-05-17,1900-01-01 22:47:00,Sérvia,Itália,1,1,2,2.7,2.62,2.7,2.62,2.62,3.3,2.7,1-1,9.0,2025-05-17 23:16:00,22,47,0.5053593179049939,1
1729529,Euro,2025-05-17,1900-01-01 22:50:00,Polônia,Hungria,0,1,1,2.87,2.55,2.87,2.55,2.55,3.25,2.87,0-1,9.0,2025-05-17 23:16:00,22,50,0.520855475565003,0
1729537,Euro,2025-05-17,1900-01-01 22:53:00,Romênia,França,2,0,2,2.25,3.0,2.25,3.0,3.0,3.6,2.25,2-0,6.5,2025-05-17 23:16:00,22,53,0.4473684210526316,2
1729545,Euro,2025-05-17,1900-01-01 22:56:00,Polônia,Sérvia,1,0,1,2.75,2.7,2.75,2.7,2.7,3.2,2.75,1-0,10.0,2025-05-17 23:16:00,22,56,0.5032173738186205,2
1729551,Euro,2025-05-17,1900-01-01 22:59:00,Croácia,Ucrânia,1,0,1,3.2,2.25,3.2,2.25,2.25,3.4,3.2,1-0,7.5,2025-05-17 23:16:00,22,59,0.5627671978235522,2
1729278,Euro,2025-05-17,1900-01-01 21:02:00,Hungria,Portugal,1,0,1,2.5,2.8,2.5,2.8,2.8,3.4,2.5,1-0,8.0,2025-05-17 23:16:00,21,2,0.4796163069544364,2
1729285,Euro,2025-05-17,1900-01-01 21:05:00,Ucrânia,Eslováquia,3,0,3,2.3,3.1,3.1,2.3,2.3,3.4,3.1,3-0,8.0,2025-05-17 23:16:00,21,5,0.5533542565712045,2
1729291,Euro,2025-05-17,1900-01-01 21:08:00,Bélgica,França,0,3,3,2.7,2.55,2.55,2.7,2.7,3.6,2.55,0-3,6.5,2025-05-17 23:16:00,21,8,0.4895287958115183,0
1729299,Euro,2025-05-17,1900-01-01 21:11:00,Romênia,Ucrânia,1,1,2,2.87,2.45,2.87,2.45,2.45,3.5,2.87,1-1,7.5,2025-05-17 23:16:00,21,11,0.5286532951289398,1
1729305,Euro,2025-05-17,1900-01-01 21:14:00,Turquia,Dinamarca,2,1,3,2.55,2.87,2.87,2.55,2.55,3.25,2.87,2-1,9.0,2025-05-17 23:16:00,21,14,0.520855475565003,2
1729312,Euro,2025-05-17,1900-01-01 21:17:00,Países Baixos,Inglaterra,1,0,1,2.45,2.75,2.45,2.75,2.75,3.6,2.45,1-0,6.0,2025-05-17 23:16:00,21,17,0.4787881763723854,2
1729320,Euro,2025-05-17,1900-01-01 21:20:00,Turquia,Eslováquia,1,2,3,2.2,3.4,3.4,2.2,2.2,3.3,3.4,1-2,9.0,2025-05-17 23:16:00,21,20,0.576271186440678,0
1729326,Euro,2025-05-17,1900-01-01 21:23:00,Países Baixos,Escócia,0,2,2,3.0,2.3,3.0,2.3,2.3,3.6,3.0,0-2,6.5,2025-05-17 23:16:00,21,23,0.548498845265589,0
1729334,Euro,2025-05-17,1900-01-01 21:26:00,Geórgia,França,0,4,4,3.4,2.1,3.4,2.1,3.4,3.5,2.1,0-4,7.0,2025-05-17 23:16:00,21,26,0.41379310344827597,0
1729340,Euro,2025-05-17,1900-01-01 21:29:00,Romênia,Hungria,1,0,1,2.75,2.55,2.75,2.55,2.55,3.4,2.75,1-0,7.5,2025-05-17 23:16:00,21,29,0.5135823429541597,2
1729348,Euro,2025-05-17,1900-01-01 21:32:00,Inglaterra,Bélgica,2,0,2,3.1,2.25,3.1,2.25,2.25,3.6,3.1,2-0,6.5,2025-05-17 23:16:00,21,32,0.5583190394511148,2
1729355,Euro,2025-05-17,1900-01-01 21:35:00,Alemanha,França,0,1,1,2.7,2.5,2.7,2.5,2.5,3.6,2.7,0-1,6.5,2025-05-17 23:16:00,21,35,0.5141342756183745,0
1729362,Euro,2025-05-17,1900-01-01 21:38:00,Turquia,Hungria,0,1,1,3.1,2.4,3.1,2.4,2.4,3.25,3.1,0-1,9.0,2025-05-17 23:16:00,21,38,0.5449338336954375,0
1729369,Euro,2025-05-17,1900-01-01 21:41:00,Polônia,Dinamarca,2,2,4,2.75,2.62,2.75,2.62,2.75,3.25,2.62,2-2,9.0,2025-05-17 23:16:00,21,41,0.49143262698975976,1
1729376,Euro,2025-05-17,1900-01-01 21:44:00,Hungria,Ucrânia,2,1,3,2.37,3.0,3.0,2.37,2.37,3.3,3.0,2-1,8.5,2025-05-17 23:16:00,21,44,0.5418629938383472,2
1729383,Euro,2025-05-17,1900-01-01 21:47:00,Sérvia,Inglaterra,0,0,0,2.45,2.9,2.45,2.9,2.9,3.4,2.45,0-0,7.5,2025-05-17 23:16:00,21,47,0.4697568689464321,1
1729390,Euro,2025-05-17,1900-01-01 21:50:00,Ucrânia,Países Baixos,2,2,4,2.7,2.55,2.7,2.55,2.7,3.5,2.55,2-2,7.0,2025-05-17 23:16:00,21,50,0.4896080760095012,1
1729397,Euro,2025-05-17,1900-01-01 21:53:00,Albânia,Inglaterra,4,0,4,3.1,2.3,3.1,2.3,3.1,3.4,2.3,4-0,8.5,2025-05-17 23:16:00,21,53,0.4466457434287955,2
1729404,Euro,2025-05-17,1900-01-01 21:56:00,Itália,Portugal,0,0,0,2.75,2.55,2.75,2.55,2.55,3.4,2.75,0-0,7.5,2025-05-17 23:16:00,21,56,0.5135823429541597,1
1729411,Euro,2025-05-17,1900-01-01 21:59:00,Turquia,Geórgia,0,1,1,3.6,2.1,3.6,2.1,2.1,3.3,3.6,0-1,9.0,2025-05-17 23:16:00,21,59,0.5938566552901022,0
1730112,Copa,2025-05-17,1900-01-01 03:01:00,Tunísia,Arábia Saudita,0,1,1,3.1,2.25,3.1,2.25,2.25,3.5,3.1,0-1,7.0,2025-05-17 23:14:00,3,1,0.5578793774319065,0
