Id da partida,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa,Gols time contra,Gols totais,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence,Odd Empate,Odd Visitante Vence,Placar Exato,Odd Placar Exato,Data das odds
1728956,Euro,2025-05-17,18:44,Geórgia,Inglaterra,0,1,1,2.10,3.40,2.10,3.40,3.40,3.50,2.10,0-1,7.00,17-05-2025 16:37
1728963,Euro,2025-05-17,18:47,Bélgica,Croácia,3,0,3,2.37,2.90,2.90,2.37,2.37,3.50,2.90,3-0,7.00,17-05-2025 16:37
1728970,Euro,2025-05-17,18:50,Alemanha,Ucrânia,1,4,5,2.07,3.50,2.07,3.50,2.07,3.50,3.50,1-4,7.50,17-05-2025 16:37
1728977,Euro,2025-05-17,18:53,Croácia,Geórgia,0,0,0,3.60,2.05,3.60,2.05,2.05,3.50,3.60,0-0,8.00,17-05-2025 16:37
1728984,Euro,2025-05-17,18:56,Eslovênia,Escócia,1,0,1,2.87,2.55,2.87,2.55,2.55,3.25,2.87,1-0,9.00,17-05-2025 16:37
1728991,Euro,2025-05-17,18:59,República Tcheca,Portugal,2,1,3,2.80,2.55,2.55,2.80,2.80,3.30,2.55,2-1,8.50,17-05-2025 16:37
1728718,Euro,2025-05-17,17:02,Alemanha,Espanha,2,3,5,2.37,2.87,2.37,2.87,2.37,3.60,2.87,2-3,6.50,17-05-2025 16:37
1728725,Euro,2025-05-17,17:05,República Tcheca,Escócia,1,0,1,2.90,2.45,2.90,2.45,2.45,3.30,2.90,1-0,8.50,17-05-2025 16:37
1728733,Euro,2025-05-17,17:08,Suíça,Portugal,2,0,2,2.55,2.70,2.55,2.70,2.70,3.50,2.55,2-0,7.00,17-05-2025 16:37
1728739,Euro,2025-05-17,17:11,Bélgica,Eslovênia,1,1,2,3.40,2.20,3.40,2.20,2.20,3.30,3.40,1-1,9.00,17-05-2025 16:37
1728746,Euro,2025-05-17,17:14,Geórgia,Itália,2,1,3,3.10,2.30,2.30,3.10,3.10,3.40,2.30,2-1,8.50,17-05-2025 16:37
1728752,Euro,2025-05-17,17:17,França,Países Baixos,0,1,1,3.20,2.15,3.20,2.15,2.15,3.60,3.20,0-1,6.00,17-05-2025 16:37
1728760,Euro,2025-05-17,17:20,Bélgica,Turquia,3,2,5,2.35,3.10,2.35,3.10,2.35,3.40,3.10,3-2,8.00,17-05-2025 16:37
1728766,Euro,2025-05-17,17:23,Áustria,Croácia,1,0,1,2.75,2.55,2.75,2.55,2.55,3.40,2.75,1-0,7.50,17-05-2025 16:37
1728774,Euro,2025-05-17,17:26,República Tcheca,Albânia,4,0,4,2.45,3.20,2.45,3.20,2.45,3.10,3.20,4-0,11.00,17-05-2025 16:37
1728780,Euro,2025-05-17,17:29,Eslováquia,Turquia,0,2,2,2.55,2.80,2.55,2.80,2.80,3.30,2.55,0-2,8.50,17-05-2025 16:37
1728789,Euro,2025-05-17,17:32,Suíça,Espanha,0,2,2,2.55,2.70,2.55,2.70,2.70,3.60,2.55,0-2,6.50,17-05-2025 16:37
1728795,Euro,2025-05-17,17:35,Eslováquia,Croácia,0,0,0,2.45,2.87,2.45,2.87,2.87,3.40,2.45,0-0,7.50,17-05-2025 16:37
1728802,Euro,2025-05-17,17:38,Áustria,Romênia,3,0,3,2.30,3.10,3.10,2.30,2.30,3.50,3.10,3-0,7.50,17-05-2025 16:37
1728809,Euro,2025-05-17,17:41,França,Geórgia,1,1,2,4.20,1.86,4.20,1.86,1.86,3.60,4.20,1-1,7.50,17-05-2025 16:37
1728816,Euro,2025-05-17,17:44,República Tcheca,Suíça,2,1,3,2.55,2.80,2.80,2.55,2.55,3.30,2.80,2-1,8.50,17-05-2025 16:37
1728823,Euro,2025-05-17,17:47,Polônia,Turquia,2,3,5,2.70,2.75,2.70,2.75,2.70,3.20,2.75,2-3,10.00,17-05-2025 16:37
1728829,Euro,2025-05-17,17:50,Alemanha,Eslováquia,2,0,2,3.80,1.95,3.80,1.95,1.95,3.60,3.80,2-0,7.50,17-05-2025 16:37
1728836,Euro,2025-05-17,17:53,Itália,Bélgica,2,2,4,2.45,2.80,2.45,2.80,2.45,3.50,2.80,2-2,7.50,17-05-2025 16:37
1728844,Euro,2025-05-17,17:56,Países Baixos,Croácia,0,3,3,2.45,2.80,2.80,2.45,2.45,3.50,2.80,0-3,6.50,17-05-2025 16:37
1728851,Euro,2025-05-17,17:59,Polônia,Portugal,0,1,1,2.45,2.90,2.45,2.90,2.90,3.30,2.45,0-1,8.50,17-05-2025 16:37
1728577,Euro,2025-05-17,16:02,Romênia,Alemanha,2,1,3,3.00,2.30,2.30,3.00,3.00,3.60,2.30,2-1,6.50,17-05-2025 16:37
1728584,Euro,2025-05-17,16:05,Escócia,Países Baixos,0,1,1,2.62,2.60,2.62,2.60,2.60,3.50,2.62,0-1,6.50,17-05-2025 16:37
1728591,Euro,2025-05-17,16:08,França,Albânia,2,1,3,2.02,3.80,3.80,2.02,2.02,3.40,3.80,2-1,8.50,17-05-2025 16:37
1728598,Euro,2025-05-17,16:11,Eslováquia,Áustria,0,0,0,2.50,2.80,2.50,2.80,2.80,3.40,2.50,0-0,8.00,17-05-2025 16:37
1728605,Euro,2025-05-17,16:14,França,Croácia,0,2,2,3.20,2.20,3.20,2.20,2.20,3.60,3.20,0-2,7.00,17-05-2025 16:37
1728613,Euro,2025-05-17,16:17,Espanha,Turquia,2,2,4,2.25,3.20,2.25,3.20,2.25,3.40,3.20,2-2,7.50,17-05-2025 16:37
1728620,Euro,2025-05-17,16:20,Áustria,Itália,1,1,2,2.70,2.62,2.70,2.62,2.62,3.40,2.70,1-1,8.00,17-05-2025 16:37
1728626,Euro,2025-05-17,16:23,Suíça,Alemanha,0,0,0,2.45,2.75,2.45,2.75,2.75,3.50,2.45,0-0,6.50,17-05-2025 16:37
1728634,Euro,2025-05-17,16:26,Áustria,Escócia,1,0,1,3.00,2.37,3.00,2.37,2.37,3.40,3.00,1-0,7.50,17-05-2025 16:37
1728641,Euro,2025-05-17,16:29,Inglaterra,Eslováquia,2,1,3,1.90,4.00,4.00,1.90,1.90,3.60,4.00,2-1,7.00,17-05-2025 16:37
1728648,Euro,2025-05-17,16:32,Alemanha,Polônia,3,0,3,2.07,3.60,3.60,2.07,2.07,3.40,3.60,3-0,8.00,17-05-2025 16:37
1728655,Euro,2025-05-17,16:35,Países Baixos,Áustria,1,1,2,2.90,2.37,2.90,2.37,2.37,3.50,2.90,1-1,7.00,17-05-2025 16:37
1728662,Euro,2025-05-17,16:38,França,Portugal,1,1,2,3.00,2.30,3.00,2.30,2.30,3.50,3.00,1-1,7.00,17-05-2025 16:37
1728669,Euro,2025-05-17,16:41,Itália,Sérvia,0,1,1,3.10,2.35,3.10,2.35,2.35,3.30,3.10,0-1,9.00,17-05-2025 16:37
1728676,Euro,2025-05-17,16:44,Portugal,Alemanha,2,2,4,2.55,2.70,2.55,2.70,2.55,3.50,2.70,2-2,7.00,17-05-2025 16:37
1728683,Euro,2025-05-17,16:47,Romênia,Áustria,0,1,1,2.62,2.60,2.62,2.60,2.60,3.50,2.62,0-1,7.50,17-05-2025 16:37
1728690,Euro,2025-05-17,16:50,Geórgia,Bélgica,2,0,2,2.30,3.10,2.30,3.10,3.10,3.50,2.30,2-0,7.50,17-05-2025 16:37
1728697,Euro,2025-05-17,16:53,França,Romênia,2,4,6,2.00,3.60,2.00,3.60,2.00,3.60,3.60,2-4,6.50,17-05-2025 16:37
1728703,Euro,2025-05-17,16:56,Hungria,Turquia,3,0,3,2.55,2.87,2.87,2.55,2.55,3.25,2.87,3-0,9.00,17-05-2025 16:37
1728711,Euro,2025-05-17,16:59,França,Suíça,1,0,1,3.30,2.10,3.30,2.10,2.10,3.60,3.30,1-0,6.50,17-05-2025 16:37
1728437,Euro,2025-05-17,15:02,Ucrânia,Romênia,1,2,3,2.45,2.87,2.87,2.45,2.45,3.50,2.87,1-2,7.00,17-05-2025 16:37
1728444,Euro,2025-05-17,15:05,Sérvia,Bélgica,3,3,6,2.62,2.70,2.62,2.70,2.62,3.40,2.70,3-3,8.00,17-05-2025 16:37
1728452,Euro,2025-05-17,15:08,Eslovênia,Inglaterra,0,3,3,3.10,2.30,2.30,3.10,3.10,3.40,2.30,0-3,8.50,17-05-2025 16:37
1728458,Euro,2025-05-17,15:11,Turquia,Portugal,0,1,1,2.62,2.70,2.62,2.70,2.70,3.30,2.62,0-1,8.50,17-05-2025 16:37
1728466,Euro,2025-05-17,15:14,Áustria,Bélgica,2,1,3,2.60,2.62,2.62,2.60,2.60,3.50,2.62,2-1,7.50,17-05-2025 16:37
1728472,Euro,2025-05-17,15:17,Inglaterra,Dinamarca,3,0,3,2.20,3.25,3.25,2.20,2.20,3.50,3.25,3-0,7.50,17-05-2025 16:37
1728480,Euro,2025-05-17,15:20,República Tcheca,Espanha,1,1,2,2.50,2.80,2.50,2.80,2.80,3.40,2.50,1-1,8.00,17-05-2025 16:37
1728488,Euro,2025-05-17,15:23,Turquia,Hungria,1,1,2,3.10,2.40,3.10,2.40,2.40,3.25,3.10,1-1,9.00,17-05-2025 16:37
1728492,Euro,2025-05-17,15:26,Portugal,Suíça,2,1,3,2.25,3.10,3.10,2.25,2.25,3.50,3.10,2-1,7.00,17-05-2025 16:37
1728500,Euro,2025-05-17,15:29,Sérvia,Turquia,0,2,2,3.00,2.50,3.00,2.50,2.50,3.20,3.00,0-2,10.00,17-05-2025 16:37
1728509,Euro,2025-05-17,15:32,Bélgica,Romênia,2,0,2,3.25,2.15,3.25,2.15,2.15,3.60,3.25,2-0,6.50,17-05-2025 16:37
1728514,Euro,2025-05-17,15:35,Suíça,França,3,0,3,2.87,2.37,2.37,2.87,2.87,3.60,2.37,3-0,6.50,17-05-2025 16:37
1728522,Euro,2025-05-17,15:38,Croácia,Ucrânia,1,0,1,3.20,2.25,3.20,2.25,2.25,3.40,3.20,1-0,7.50,17-05-2025 16:37
1728529,Euro,2025-05-17,15:41,Sérvia,Países Baixos,1,3,4,2.50,2.75,2.50,2.75,2.50,3.40,2.75,1-3,7.50,17-05-2025 16:37
1728535,Euro,2025-05-17,15:44,Geórgia,Romênia,1,1,2,2.60,2.70,2.60,2.70,2.70,3.40,2.60,1-1,7.50,17-05-2025 16:37
1728543,Euro,2025-05-17,15:47,Eslovênia,Países Baixos,0,0,0,2.62,2.70,2.62,2.70,2.70,3.30,2.62,0-0,8.50,17-05-2025 16:37
1728549,Euro,2025-05-17,15:50,Alemanha,Croácia,0,1,1,3.10,2.25,3.10,2.25,2.25,3.50,3.10,0-1,7.00,17-05-2025 16:37
1728556,Euro,2025-05-17,15:53,Eslovênia,Polônia,1,1,2,3.00,2.50,3.00,2.50,2.50,3.10,3.00,1-1,11.00,17-05-2025 16:37
1728564,Euro,2025-05-17,15:56,Turquia,Alemanha,1,1,2,2.50,2.80,2.50,2.80,2.80,3.40,2.50,1-1,8.00,17-05-2025 16:37
1728571,Euro,2025-05-17,15:59,Escócia,Itália,1,1,2,2.60,2.70,2.60,2.70,2.70,3.40,2.60,1-1,7.50,17-05-2025 16:37
1728298,Euro,2025-05-17,14:02,Hungria,Itália,1,3,4,2.70,2.62,2.70,2.62,2.70,3.30,2.62,1-3,8.50,17-05-2025 16:37
1728306,Euro,2025-05-17,14:05,Suíça,Croácia,2,1,3,2.50,2.75,2.75,2.50,2.50,3.50,2.75,2-1,7.00,17-05-2025 16:37
1728312,Euro,2025-05-17,14:08,Portugal,Países Baixos,0,2,2,3.00,2.30,3.00,2.30,2.30,3.60,3.00,0-2,6.50,17-05-2025 16:37
1728317,Euro,2025-05-17,14:11,Eslováquia,Sérvia,1,1,2,2.55,2.80,2.55,2.80,2.80,3.30,2.55,1-1,8.50,17-05-2025 16:37
1728326,Euro,2025-05-17,14:14,Inglaterra,Hungria,2,0,2,3.50,2.07,3.50,2.07,2.07,3.50,3.50,2-0,7.50,17-05-2025 16:37
1728333,Euro,2025-05-17,14:17,Países Baixos,Portugal,1,0,1,2.62,2.60,2.62,2.60,2.60,3.50,2.62,1-0,6.50,17-05-2025 16:37
1728339,Euro,2025-05-17,14:20,Suíça,Ucrânia,1,3,4,2.30,3.00,2.30,3.00,2.30,3.50,3.00,1-3,7.50,17-05-2025 16:37
1728346,Euro,2025-05-17,14:23,Alemanha,Escócia,2,0,2,3.40,2.10,3.40,2.10,2.10,3.60,3.40,2-0,7.00,17-05-2025 16:37
1728354,Euro,2025-05-17,14:26,Hungria,Eslováquia,4,1,5,2.25,3.25,2.25,3.25,2.25,3.40,3.25,4-1,8.50,17-05-2025 16:37
1728361,Euro,2025-05-17,14:29,Itália,República Tcheca,1,1,2,3.30,2.25,3.30,2.25,2.25,3.25,3.30,1-1,9.00,17-05-2025 16:37
1728368,Euro,2025-05-17,14:32,Turquia,Inglaterra,2,2,4,2.90,2.45,2.90,2.45,2.90,3.40,2.45,2-2,7.50,17-05-2025 16:37
1728375,Euro,2025-05-17,14:35,Dinamarca,Espanha,2,0,2,2.62,2.60,2.62,2.60,2.60,3.50,2.62,2-0,7.50,17-05-2025 16:37
1728382,Euro,2025-05-17,14:38,Hungria,Alemanha,2,3,5,2.90,2.45,2.90,2.45,2.90,3.40,2.45,2-3,7.50,17-05-2025 16:37
1728388,Euro,2025-05-17,14:41,Geórgia,Suíça,1,3,4,2.87,2.45,2.87,2.45,2.87,3.40,2.45,1-3,7.50,17-05-2025 16:37
1728395,Euro,2025-05-17,14:44,Eslovênia,França,1,2,3,3.10,2.30,2.30,3.10,3.10,3.40,2.30,1-2,8.50,17-05-2025 16:37
1728402,Euro,2025-05-17,14:47,Eslováquia,Suíça,2,2,4,2.75,2.50,2.75,2.50,2.75,3.50,2.50,2-2,7.00,17-05-2025 16:37
1728411,Euro,2025-05-17,14:50,Portugal,Hungria,0,1,1,3.30,2.20,3.30,2.20,2.20,3.40,3.30,0-1,8.00,17-05-2025 16:37
1728417,Euro,2025-05-17,14:53,Albânia,Geórgia,1,0,1,3.40,2.25,3.40,2.25,2.25,3.20,3.40,1-0,10.00,17-05-2025 16:37
1728425,Euro,2025-05-17,14:56,Romênia,Espanha,1,4,5,2.87,2.37,2.87,2.37,2.87,3.60,2.37,1-4,6.50,17-05-2025 16:37
1728431,Euro,2025-05-17,14:59,Bélgica,Sérvia,3,2,5,2.35,3.10,2.35,3.10,2.35,3.40,3.10,3-2,8.00,17-05-2025 16:37
1729135,Copa,2025-05-17,20:01,Alemanha,França,0,0,0,2.62,2.60,2.62,2.60,2.60,3.50,2.62,0-0,6.50,17-05-2025 16:36
1729145,Copa,2025-05-17,20:04,Inglaterra,EUA,1,0,1,3.75,2.07,3.75,2.07,2.07,3.40,3.75,1-0,9.00,17-05-2025 16:36
1729149,Copa,2025-05-17,20:07,Croácia,País de Gales,0,2,2,3.60,2.10,3.60,2.10,2.10,3.30,3.60,0-2,9.00,17-05-2025 16:36
1729155,Copa,2025-05-17,20:10,EUA,Países Baixos,3,0,3,2.75,2.62,2.62,2.75,2.75,3.25,2.62,3-0,9.00,17-05-2025 16:36
1729164,Copa,2025-05-17,20:13,Argentina,Dinamarca,4,1,5,2.25,3.10,2.25,3.10,2.25,3.50,3.10,4-1,7.00,17-05-2025 16:36
1729169,Copa,2025-05-17,20:16,Austrália,Equador,3,0,3,2.62,2.55,2.55,2.62,2.62,3.50,2.55,3-0,7.00,17-05-2025 16:36
1729179,Copa,2025-05-17,20:19,Camarões,França,1,4,5,3.40,2.07,3.40,2.07,3.40,3.60,2.07,1-4,6.50,17-05-2025 16:36
1729186,Copa,2025-05-17,20:22,Polônia,Bélgica,0,0,0,2.50,2.80,2.50,2.80,2.80,3.40,2.50,0-0,8.00,17-05-2025 16:36
1729193,Copa,2025-05-17,20:25,Costa Rica,Arábia Saudita,0,3,3,2.35,3.00,3.00,2.35,2.35,3.50,3.00,0-3,7.00,17-05-2025 16:36
1729198,Copa,2025-05-17,20:28,Países Baixos,EUA,0,1,1,3.30,2.25,3.30,2.25,2.25,3.25,3.30,0-1,9.00,17-05-2025 16:36
1729206,Copa,2025-05-17,20:31,Alemanha,Bélgica,1,4,5,2.45,2.80,2.45,2.80,2.45,3.50,2.80,1-4,7.50,17-05-2025 16:36
1729211,Copa,2025-05-17,20:34,Tunísia,Suíça,1,3,4,2.87,2.45,2.87,2.45,2.87,3.40,2.45,1-3,7.50,17-05-2025 16:36
1728997,Copa,2025-05-17,19:01,Croácia,Costa Rica,1,3,4,2.00,3.80,2.00,3.80,2.00,3.50,3.80,1-3,8.50,17-05-2025 16:36
1729003,Copa,2025-05-17,19:04,Marrocos,Sérvia,0,0,0,2.75,2.70,2.75,2.70,2.70,3.20,2.75,0-0,10.00,17-05-2025 16:36
1729009,Copa,2025-05-17,19:07,Portugal,Costa Rica,1,0,1,3.80,1.95,3.80,1.95,1.95,3.60,3.80,1-0,6.50,17-05-2025 16:36
1729016,Copa,2025-05-17,19:10,México,Irã,1,1,2,3.60,2.05,3.60,2.05,2.05,3.60,3.60,1-1,7.00,17-05-2025 16:36
1729024,Copa,2025-05-17,19:13,Gana,Polônia,1,1,2,2.60,2.70,2.60,2.70,2.70,3.40,2.60,1-1,7.50,17-05-2025 16:36
1729029,Copa,2025-05-17,19:16,Sérvia,Suíça,2,2,4,2.55,2.87,2.55,2.87,2.55,3.25,2.87,2-2,9.00,17-05-2025 16:36
1729041,Copa,2025-05-17,19:19,Marrocos,Irã,0,1,1,3.30,2.15,3.30,2.15,2.15,3.50,3.30,0-1,7.00,17-05-2025 16:36
1729044,Copa,2025-05-17,19:22,Portugal,Dinamarca,0,2,2,2.87,2.35,2.87,2.35,2.35,3.60,2.87,0-2,6.50,17-05-2025 16:36
1729053,Copa,2025-05-17,19:25,Países Baixos,Croácia,0,0,0,3.00,2.40,3.00,2.40,2.40,3.30,3.00,0-0,8.50,17-05-2025 16:36
1729057,Copa,2025-05-17,19:28,Dinamarca,Marrocos,2,1,3,2.15,3.30,3.30,2.15,2.15,3.50,3.30,2-1,7.50,17-05-2025 16:36
1729067,Copa,2025-05-17,19:31,EUA,Qatar,1,3,4,2.20,3.50,2.20,3.50,2.20,3.25,3.50,1-3,10.00,17-05-2025 16:36
1729072,Copa,2025-05-17,19:34,Arábia Saudita,Canadá,1,1,2,2.70,2.60,2.70,2.60,2.60,3.50,2.70,1-1,7.00,17-05-2025 16:36
1729079,Copa,2025-05-17,19:37,Irã,Sérvia,2,1,3,3.00,2.40,2.40,3.00,3.00,3.30,2.40,2-1,8.50,17-05-2025 16:36
1729086,Copa,2025-05-17,19:40,Marrocos,Brasil,1,1,2,2.15,3.30,2.15,3.30,3.30,3.60,2.15,1-1,7.00,17-05-2025 16:36
1729094,Copa,2025-05-17,19:43,Bélgica,Qatar,3,1,4,1.95,4.00,1.95,4.00,1.95,3.50,4.00,3-1,8.00,17-05-2025 16:36
1729100,Copa,2025-05-17,19:46,Inglaterra,Coreia do Sul,2,2,4,1.85,4.20,1.85,4.20,1.85,3.60,4.20,2-2,7.50,17-05-2025 16:36
1729109,Copa,2025-05-17,19:49,Uruguai,Irã,0,1,1,3.75,2.00,3.75,2.00,2.00,3.60,3.75,0-1,7.00,17-05-2025 16:36
1729118,Copa,2025-05-17,19:52,Senegal,Sérvia,1,1,2,3.20,2.45,3.20,2.45,2.45,3.10,3.20,1-1,11.00,17-05-2025 16:36
1729130,Copa,2025-05-17,19:58,Coreia do Sul,Croácia,3,1,4,3.00,2.40,3.00,2.40,3.00,3.30,2.40,3-1,8.50,17-05-2025 16:36
1728855,Copa,2025-05-17,18:01,Uruguai,Espanha,0,1,1,2.45,2.75,2.45,2.75,2.75,3.50,2.45,0-1,6.50,17-05-2025 16:36
1728869,Copa,2025-05-17,18:07,Costa Rica,Tunísia,2,2,4,2.50,2.80,2.50,2.80,2.50,3.40,2.80,2-2,7.50,17-05-2025 16:36
